latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.94903,-72.30768,9.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),daylight_duration (s)
2014-09-14,3,0.00,0.00,0.0,45090.20
2014-09-15,3,0.00,0.00,0.0,44928.21
2014-09-16,51,0.70,0.70,3.0,44766.31
2014-09-17,1,0.00,0.00,0.0,44604.62
2014-09-18,2,0.00,0.00,0.0,44443.21
2014-09-19,2,0.00,0.00,0.0,44282.19
2014-09-20,53,0.60,0.60,1.0,44121.65
2014-09-21,53,2.90,2.90,10.0,43961.68
2014-09-22,2,0.00,0.00,0.0,43802.02
2014-09-23,2,0.00,0.00,0.0,43641.63
2014-09-24,3,0.00,0.00,0.0,43480.53
2014-09-25,61,15.70,15.70,20.0,43318.81
2014-09-26,53,2.70,2.70,6.0,43156.58
2014-09-27,0,0.00,0.00,0.0,42993.95
2014-09-28,3,0.00,0.00,0.0,42831.02
2014-09-29,3,0.00,0.00,0.0,42667.88
2014-09-30,61,5.30,5.30,11.0,42504.64
2014-10-01,61,9.60,9.60,15.0,42341.41
2014-10-02,53,4.80,4.80,16.0,42178.29
2014-10-03,51,0.10,0.10,1.0,42015.38
2014-10-04,63,22.70,22.70,8.0,41852.78
2014-10-05,1,0.00,0.00,0.0,41690.60
2014-10-06,3,0.00,0.00,0.0,41528.95
2014-10-07,3,0.00,0.00,0.0,41367.93
2014-10-08,61,3.30,3.30,6.0,41207.66
2014-10-09,3,0.00,0.00,0.0,41048.23
2014-10-10,51,0.10,0.10,1.0,40889.77
2014-10-11,63,17.90,17.90,11.0,40732.38
2014-10-12,3,0.00,0.00,0.0,40575.79
2014-10-13,3,0.00,0.00,0.0,40418.85
2014-10-14,51,0.10,0.10,1.0,40261.58
2014-10-15,51,0.10,0.10,1.0,40104.09
2014-10-16,63,18.70,18.70,18.0,39946.52
2014-10-17,3,0.00,0.00,0.0,39788.97
2014-10-18,2,0.00,0.00,0.0,39631.57
2014-10-19,51,0.30,0.30,1.0,39474.46
2014-10-20,3,0.00,0.00,0.0,39317.75
2014-10-21,51,1.20,1.20,6.0,39161.58
2014-10-22,61,17.50,17.50,21.0,39006.07
2014-10-23,61,14.10,14.10,23.0,38851.37
2014-10-24,51,0.90,0.90,5.0,38697.61
2014-10-25,3,0.00,0.00,0.0,38544.91
2014-10-26,2,0.00,0.00,0.0,38393.44
2014-10-27,1,0.00,0.00,0.0,38243.32
2014-10-28,3,0.00,0.00,0.0,38094.71
2014-10-29,53,1.60,1.60,3.0,37947.75
2014-10-30,3,0.00,0.00,0.0,37802.61
2014-10-31,53,3.80,3.80,7.0,37659.43
2014-11-01,55,11.50,11.50,15.0,37517.95
2014-11-02,53,5.30,5.30,12.0,37376.90
2014-11-03,2,0.00,0.00,0.0,37236.33
2014-11-04,51,0.20,0.20,1.0,37096.38
2014-11-05,3,0.00,0.00,0.0,36957.18
2014-11-06,61,15.40,15.40,16.0,36818.90
2014-11-07,51,0.70,0.70,5.0,36681.68
2014-11-08,3,0.00,0.00,0.0,36545.66
2014-11-09,3,0.00,0.00,0.0,36411.02
2014-11-10,2,0.00,0.00,0.0,36277.90
2014-11-11,3,0.00,0.00,0.0,36146.48
2014-11-12,51,0.30,0.30,3.0,36016.91
2014-11-13,53,1.00,1.00,3.0,35889.37
2014-11-14,61,6.90,6.90,8.0,35764.02
2014-11-15,3,0.00,0.00,0.0,35641.05
2014-11-16,3,0.00,0.00,0.0,35520.62
2014-11-17,63,46.30,46.30,23.0,35402.93
2014-11-18,53,0.70,0.70,1.0,35288.16
2014-11-19,3,0.00,0.00,0.0,35176.48
2014-11-20,3,0.00,0.00,0.0,35068.11
2014-11-21,71,0.70,0.30,4.0,34962.82
2014-11-22,3,0.00,0.00,0.0,34859.50
2014-11-23,3,0.00,0.00,0.0,34758.17
2014-11-24,63,12.70,12.70,11.0,34658.98
2014-11-25,3,0.00,0.00,0.0,34562.05
2014-11-26,63,36.60,36.60,18.0,34467.52
2014-11-27,53,1.30,1.30,4.0,34375.52
2014-11-28,3,0.00,0.00,0.0,34286.19
2014-11-29,3,0.00,0.00,0.0,34199.66
2014-11-30,3,0.00,0.00,0.0,34116.09
2014-12-01,53,3.00,3.00,6.0,34035.61
2014-12-02,53,3.80,3.80,10.0,33958.35
2014-12-03,55,7.10,7.10,16.0,33884.47
2014-12-04,3,0.00,0.00,0.0,33814.11
2014-12-05,61,3.20,3.20,6.0,33747.41
2014-12-06,63,31.00,31.00,24.0,33684.50
2014-12-07,61,10.60,10.60,8.0,33625.55
2014-12-08,51,0.70,0.70,5.0,33570.69
2014-12-09,65,46.00,46.00,18.0,33520.06
2014-12-10,53,5.70,5.70,24.0,33473.80
2014-12-11,71,0.90,0.10,6.0,33431.87
2014-12-12,3,0.00,0.00,0.0,33393.73
2014-12-13,2,0.00,0.00,0.0,33359.36
2014-12-14,2,0.00,0.00,0.0,33328.78
2014-12-15,0,0.00,0.00,0.0,33302.03
2014-12-16,61,2.50,2.50,2.0,33279.12
2014-12-17,61,8.20,8.20,8.0,33260.08
2014-12-18,3,0.00,0.00,0.0,33244.93
2014-12-19,3,0.00,0.00,0.0,33233.68
2014-12-20,51,0.10,0.10,1.0,33226.35
2014-12-21,71,2.90,2.40,18.0,33222.95
2014-12-22,51,0.10,0.10,1.0,33223.49
2014-12-23,53,3.20,3.20,10.0,33228.00
2014-12-24,63,21.70,21.70,18.0,33236.46
2014-12-25,61,7.50,7.50,7.0,33248.89
2014-12-26,1,0.00,0.00,0.0,33265.30
2014-12-27,3,0.00,0.00,0.0,33285.68
2014-12-28,51,0.40,0.40,2.0,33310.04
2014-12-29,3,0.00,0.00,0.0,33338.36
2014-12-30,3,0.00,0.00,0.0,33370.66
2014-12-31,71,0.00,0.00,0.0,33407.05
2015-01-01,2,0.00,0.00,0.0,33447.90
2015-01-02,3,0.00,0.00,0.0,33493.11
2015-01-03,73,11.60,8.90,9.0,33542.56
2015-01-04,61,17.20,17.20,17.0,33596.13
2015-01-05,55,1.90,1.90,3.0,33653.70
2015-01-06,71,1.00,0.00,9.0,33715.11
2015-01-07,73,0.90,0.00,5.0,33780.26
2015-01-08,3,0.00,0.00,0.0,33849.01
2015-01-09,73,0.80,0.00,4.0,33921.23
2015-01-10,2,0.00,0.00,0.0,33996.79
2015-01-11,3,0.00,0.00,0.0,34075.57
2015-01-12,63,18.80,18.80,13.0,34157.44
2015-01-13,73,3.00,2.50,4.0,34242.27
2015-01-14,71,0.00,0.00,0.0,34329.93
2015-01-15,3,0.00,0.00,0.0,34420.30
2015-01-16,2,0.00,0.00,0.0,34513.26
2015-01-17,2,0.00,0.00,0.0,34608.68
2015-01-18,63,17.00,17.00,15.0,34706.43
2015-01-19,51,0.10,0.10,1.0,34806.40
2015-01-20,3,0.00,0.00,0.0,34908.86
2015-01-21,73,0.70,0.20,3.0,35014.82
2015-01-22,71,0.50,0.10,4.0,35124.20
2015-01-23,3,0.00,0.00,0.0,35236.81
2015-01-24,75,26.80,17.60,19.0,35352.46
2015-01-25,3,0.00,0.00,0.0,35470.97
2015-01-26,75,10.40,0.00,17.0,35592.15
2015-01-27,75,28.00,0.00,24.0,35715.82
2015-01-28,71,0.60,0.00,4.0,35841.80
2015-01-29,51,0.10,0.10,1.0,35969.92
2015-01-30,73,3.10,1.10,9.0,36100.01
2015-01-31,2,0.00,0.00,0.0,36231.90
2015-02-01,71,0.00,0.00,0.0,36365.43
2015-02-02,75,36.90,25.80,23.0,36500.44
2015-02-03,3,0.00,0.00,0.0,36636.77
2015-02-04,3,0.00,0.00,0.0,36774.25
2015-02-05,71,0.60,0.00,4.0,36912.75
2015-02-06,3,0.00,0.00,0.0,37052.12
2015-02-07,71,0.00,0.00,0.0,37192.19
2015-02-08,71,0.20,0.20,2.0,37332.84
2015-02-09,73,4.70,1.90,12.0,37474.36
2015-02-10,71,0.00,0.00,0.0,37618.02
2015-02-11,3,0.00,0.00,0.0,37763.78
2015-02-12,71,0.60,0.10,5.0,37911.45
2015-02-13,3,0.00,0.00,0.0,38060.88
2015-02-14,73,3.00,0.00,7.0,38211.91
2015-02-15,71,0.80,0.00,6.0,38364.39
2015-02-16,3,0.00,0.00,0.0,38518.16
2015-02-17,73,3.10,0.00,10.0,38673.07
2015-02-18,71,0.00,0.00,0.0,38828.98
2015-02-19,71,0.80,0.00,6.0,38985.74
2015-02-20,3,0.00,0.00,0.0,39143.21
2015-02-21,75,9.50,2.00,8.0,39301.27
2015-02-22,73,14.10,11.10,14.0,39459.75
2015-02-23,3,0.00,0.00,0.0,39618.54
2015-02-24,3,0.00,0.00,0.0,39777.50
2015-02-25,73,0.90,0.00,4.0,39936.50
2015-02-26,73,1.50,0.00,6.0,40095.41
2015-02-27,3,0.00,0.00,0.0,40254.10
2015-02-28,1,0.00,0.00,0.0,40412.46
2015-03-01,75,13.80,0.10,9.0,40570.76
2015-03-02,73,2.10,0.40,4.0,40730.23
2015-03-03,75,9.70,4.70,7.0,40890.84
2015-03-04,63,12.00,12.00,15.0,41052.48
2015-03-05,75,20.70,6.20,24.0,41215.02
2015-03-06,71,0.20,0.00,1.0,41378.36
2015-03-07,3,0.00,0.00,0.0,41542.36
2015-03-08,3,0.00,0.00,0.0,41706.91
2015-03-09,3,0.00,0.00,0.0,41871.91
2015-03-10,61,4.70,4.70,5.0,42037.23
2015-03-11,61,6.80,6.80,6.0,42202.78
2015-03-12,0,0.00,0.00,0.0,42368.42
2015-03-13,3,0.00,0.00,0.0,42534.06
2015-03-14,63,29.70,29.70,18.0,42699.59
2015-03-15,53,0.70,0.70,2.0,42864.89
2015-03-16,3,0.00,0.00,0.0,43029.86
2015-03-17,61,4.40,4.40,6.0,43194.38
2015-03-18,3,0.00,0.00,0.0,43358.35
2015-03-19,3,0.00,0.00,0.0,43521.66
2015-03-20,75,8.60,0.00,11.0,43684.18
2015-03-21,73,2.90,0.00,11.0,43846.20
2015-03-22,1,0.00,0.00,0.0,44008.82
2015-03-23,2,0.00,0.00,0.0,44172.05
2015-03-24,3,0.00,0.00,0.0,44335.77
2015-03-25,53,2.70,2.70,5.0,44499.89
2015-03-26,63,21.00,21.00,14.0,44664.31
2015-03-27,53,6.10,6.10,17.0,44828.93
2015-03-28,73,7.20,0.50,20.0,44993.64
2015-03-29,71,0.30,0.00,2.0,45158.36
2015-03-30,51,1.00,1.00,4.0,45322.96
2015-03-31,73,6.10,4.20,8.0,45487.36
2015-04-01,3,0.00,0.00,0.0,45651.45
2015-04-02,51,0.30,0.30,1.0,45815.12
2015-04-03,61,6.40,6.40,12.0,45978.27
2015-04-04,53,1.60,1.60,4.0,46140.79
2015-04-05,3,0.00,0.00,0.0,46302.57
2015-04-06,53,0.60,0.60,1.0,46463.50
2015-04-07,53,4.90,4.90,14.0,46623.46
2015-04-08,53,4.00,4.00,10.0,46782.36
2015-04-09,51,1.90,1.90,9.0,46940.06
2015-04-10,53,2.80,2.80,11.0,47096.82
2015-04-11,3,0.00,0.00,0.0,47253.69
2015-04-12,0,0.00,0.00,0.0,47410.67
2015-04-13,3,0.00,0.00,0.0,47567.66
2015-04-14,53,2.10,2.10,7.0,47724.55
2015-04-15,3,0.00,0.00,0.0,47881.24
2015-04-16,3,0.00,0.00,0.0,48037.62
2015-04-17,55,3.00,3.00,5.0,48193.57
2015-04-18,2,0.00,0.00,0.0,48348.99
2015-04-19,3,0.00,0.00,0.0,48503.76
2015-04-20,63,31.00,31.00,17.0,48657.77
2015-04-21,61,3.40,3.40,2.0,48810.90
2015-04-22,53,1.80,1.80,4.0,48963.03
2015-04-23,3,0.00,0.00,0.0,49114.03
2015-04-24,3,0.00,0.00,0.0,49263.77
2015-04-25,3,0.00,0.00,0.0,49412.14
2015-04-26,3,0.00,0.00,0.0,49558.99
2015-04-27,3,0.00,0.00,0.0,49704.20
2015-04-28,3,0.00,0.00,0.0,49847.62
2015-04-29,3,0.00,0.00,0.0,49989.12
2015-04-30,3,0.00,0.00,0.0,50128.90
2015-05-01,3,0.00,0.00,0.0,50268.00
2015-05-02,2,0.00,0.00,0.0,50406.38
2015-05-03,1,0.00,0.00,0.0,50543.92
2015-05-04,0,0.00,0.00,0.0,50680.52
2015-05-05,2,0.00,0.00,0.0,50816.06
2015-05-06,3,0.00,0.00,0.0,50950.41
2015-05-07,1,0.00,0.00,0.0,51083.46
2015-05-08,3,0.00,0.00,0.0,51215.06
2015-05-09,51,0.30,0.30,3.0,51345.10
2015-05-10,3,0.00,0.00,0.0,51473.45
2015-05-11,3,0.00,0.00,0.0,51599.97
2015-05-12,51,0.40,0.40,2.0,51724.52
2015-05-13,3,0.00,0.00,0.0,51846.96
2015-05-14,2,0.00,0.00,0.0,51967.16
2015-05-15,3,0.00,0.00,0.0,52084.97
2015-05-16,51,1.10,1.10,5.0,52200.24
2015-05-17,61,6.70,6.70,7.0,52312.82
2015-05-18,3,0.00,0.00,0.0,52422.55
2015-05-19,61,9.90,9.90,9.0,52529.30
2015-05-20,3,0.00,0.00,0.0,52633.20
2015-05-21,3,0.00,0.00,0.0,52735.07
2015-05-22,53,2.10,2.10,6.0,52834.89
2015-05-23,1,0.00,0.00,0.0,52932.57
2015-05-24,3,0.00,0.00,0.0,53028.00
2015-05-25,3,0.00,0.00,0.0,53121.07
2015-05-26,3,0.00,0.00,0.0,53211.67
2015-05-27,3,0.00,0.00,0.0,53299.72
2015-05-28,51,0.50,0.50,2.0,53385.09
2015-05-29,3,0.00,0.00,0.0,53467.68
2015-05-30,3,0.00,0.00,0.0,53547.38
2015-05-31,55,2.30,2.30,6.0,53624.08
2015-06-01,63,29.30,29.30,24.0,53697.67
2015-06-02,61,21.40,21.40,24.0,53768.05
2015-06-03,51,0.90,0.90,3.0,53835.11
2015-06-04,51,0.50,0.50,2.0,53898.71
2015-06-05,51,0.40,0.40,1.0,53958.79
2015-06-06,3,0.00,0.00,0.0,54015.20
2015-06-07,3,0.00,0.00,0.0,54067.85
2015-06-08,51,0.30,0.30,2.0,54116.62
2015-06-09,61,6.50,6.50,9.0,54161.56
2015-06-10,0,0.00,0.00,0.0,54203.03
2015-06-11,3,0.00,0.00,0.0,54241.04
2015-06-12,3,0.00,0.00,0.0,54275.56
2015-06-13,3,0.00,0.00,0.0,54306.58
2015-06-14,3,0.00,0.00,0.0,54334.07
2015-06-15,63,33.60,33.60,16.0,54358.01
2015-06-16,3,0.00,0.00,0.0,54378.37
2015-06-17,3,0.00,0.00,0.0,54395.16
2015-06-18,3,0.00,0.00,0.0,54408.34
2015-06-19,3,0.00,0.00,0.0,54417.91
2015-06-20,61,9.80,9.80,9.0,54423.85
2015-06-21,63,23.70,23.70,13.0,54426.16
2015-06-22,3,0.00,0.00,0.0,54424.82
2015-06-23,3,0.00,0.00,0.0,54419.83
2015-06-24,3,0.00,0.00,0.0,54411.18
2015-06-25,3,0.00,0.00,0.0,54398.88
2015-06-26,3,0.00,0.00,0.0,54382.91
2015-06-27,61,6.80,6.80,4.0,54363.28
2015-06-28,63,16.30,16.30,16.0,54339.98
2015-06-29,3,0.00,0.00,0.0,54312.95
2015-06-30,3,0.00,0.00,0.0,54281.92
2015-07-01,63,18.50,18.50,8.0,54246.95
2015-07-02,53,1.80,1.80,5.0,54208.14
2015-07-03,3,0.00,0.00,0.0,54165.57
2015-07-04,3,0.00,0.00,0.0,54119.34
2015-07-05,3,0.00,0.00,0.0,54069.53
2015-07-06,3,0.00,0.00,0.0,54016.24
2015-07-07,51,1.20,1.20,6.0,53959.57
2015-07-08,51,0.40,0.40,2.0,53899.61
2015-07-09,61,2.90,2.90,9.0,53836.45
2015-07-10,61,4.70,4.70,4.0,53770.20
2015-07-11,3,0.00,0.00,0.0,53700.93
2015-07-12,3,0.00,0.00,0.0,53628.77
2015-07-13,3,0.00,0.00,0.0,53553.77
2015-07-14,61,4.20,4.20,9.0,53476.07
2015-07-15,51,1.40,1.40,5.0,53395.72
2015-07-16,51,0.10,0.10,1.0,53312.85
2015-07-17,3,0.00,0.00,0.0,53227.54
2015-07-18,51,0.60,0.60,4.0,53139.88
2015-07-19,51,0.70,0.70,3.0,53049.69
2015-07-20,51,0.40,0.40,2.0,52956.24
2015-07-21,51,0.20,0.20,1.0,52859.59
2015-07-22,3,0.00,0.00,0.0,52759.89
2015-07-23,3,0.00,0.00,0.0,52657.30
2015-07-24,2,0.00,0.00,0.0,52551.96
2015-07-25,51,0.10,0.10,1.0,52444.01
2015-07-26,3,0.00,0.00,0.0,52333.59
2015-07-27,61,8.30,8.30,9.0,52220.84
2015-07-28,3,0.00,0.00,0.0,52105.91
2015-07-29,3,0.00,0.00,0.0,51988.91
2015-07-30,61,3.70,3.70,4.0,51869.99
2015-07-31,51,0.20,0.20,1.0,51749.28
2015-08-01,1,0.00,0.00,0.0,51626.91
2015-08-02,1,0.00,0.00,0.0,51502.99
2015-08-03,1,0.00,0.00,0.0,51377.66
2015-08-04,3,0.00,0.00,0.0,51251.04
2015-08-05,3,0.00,0.00,0.0,51123.24
2015-08-06,3,0.00,0.00,0.0,50994.38
2015-08-07,3,0.00,0.00,0.0,50864.57
2015-08-08,3,0.00,0.00,0.0,50733.59
2015-08-09,3,0.00,0.00,0.0,50600.48
2015-08-10,3,0.00,0.00,0.0,50465.28
2015-08-11,63,25.30,25.30,15.0,50328.15
2015-08-12,3,0.00,0.00,0.0,50189.21
2015-08-13,0,0.00,0.00,0.0,50048.61
2015-08-14,0,0.00,0.00,0.0,49906.48
2015-08-15,1,0.00,0.00,0.0,49762.95
2015-08-16,1,0.00,0.00,0.0,49618.13
2015-08-17,1,0.00,0.00,0.0,49472.17
2015-08-18,2,0.00,0.00,0.0,49325.18
2015-08-19,3,0.00,0.00,0.0,49177.27
2015-08-20,3,0.00,0.00,0.0,49028.58
2015-08-21,55,5.20,5.20,11.0,48879.21
2015-08-22,3,0.00,0.00,0.0,48729.27
2015-08-23,51,0.80,0.80,4.0,48578.87
2015-08-24,53,5.60,5.60,13.0,48428.12
2015-08-25,51,1.00,1.00,5.0,48277.14
2015-08-26,2,0.00,0.00,0.0,48126.01
2015-08-27,3,0.00,0.00,0.0,47974.85
2015-08-28,2,0.00,0.00,0.0,47823.41
2015-08-29,3,0.00,0.00,0.0,47670.68
2015-08-30,3,0.00,0.00,0.0,47516.70
2015-08-31,3,0.00,0.00,0.0,47361.56
2015-09-01,2,0.00,0.00,0.0,47205.40
2015-09-02,2,0.00,0.00,0.0,47048.32
2015-09-03,53,0.70,0.70,2.0,46890.41
2015-09-04,51,0.20,0.20,2.0,46731.81
2015-09-05,3,0.00,0.00,0.0,46572.61
2015-09-06,2,0.00,0.00,0.0,46412.90
2015-09-07,3,0.00,0.00,0.0,46252.80
2015-09-08,3,0.00,0.00,0.0,46092.39
2015-09-09,51,0.10,0.10,1.0,45931.79
2015-09-10,63,30.90,30.90,20.0,45771.09
2015-09-11,53,3.40,3.40,9.0,45610.38
2015-09-12,63,9.70,9.70,10.0,45449.77
2015-09-13,61,6.00,6.00,15.0,45289.34
2015-09-14,3,0.00,0.00,0.0,45129.18
2015-09-15,2,0.00,0.00,0.0,44969.41
2015-09-16,3,0.00,0.00,0.0,44810.11
2015-09-17,2,0.00,0.00,0.0,44651.01
2015-09-18,2,0.00,0.00,0.0,44491.09
2015-09-19,2,0.00,0.00,0.0,44330.38
2015-09-20,2,0.00,0.00,0.0,44168.97
2015-09-21,3,0.00,0.00,0.0,44006.96
2015-09-22,51,0.10,0.10,1.0,43844.46
2015-09-23,3,0.00,0.00,0.0,43681.56
2015-09-24,1,0.00,0.00,0.0,43518.37
2015-09-25,3,0.00,0.00,0.0,43354.98
2015-09-26,3,0.00,0.00,0.0,43191.49
2015-09-27,3,0.00,0.00,0.0,43028.01
2015-09-28,3,0.00,0.00,0.0,42864.63
2015-09-29,53,2.10,2.10,10.0,42701.45
2015-09-30,65,41.30,41.30,18.0,42538.57
2015-10-01,53,2.80,2.80,8.0,42376.09
2015-10-02,63,46.10,46.10,24.0,42214.12
2015-10-03,53,6.70,6.70,17.0,42052.75
2015-10-04,51,0.10,0.10,1.0,41892.09
2015-10-05,3,0.00,0.00,0.0,41732.24
2015-10-06,3,0.00,0.00,0.0,41573.31
2015-10-07,3,0.00,0.00,0.0,41415.02
2015-10-08,2,0.00,0.00,0.0,41256.27
2015-10-09,63,5.60,5.60,6.0,41097.05
2015-10-10,3,0.00,0.00,0.0,40937.48
2015-10-11,3,0.00,0.00,0.0,40777.70
2015-10-12,0,0.00,0.00,0.0,40617.80
2015-10-13,61,4.70,4.70,7.0,40457.91
2015-10-14,3,0.00,0.00,0.0,40298.14
2015-10-15,1,0.00,0.00,0.0,40138.61
2015-10-16,53,1.30,1.30,2.0,39979.44
2015-10-17,2,0.00,0.00,0.0,39820.76
2015-10-18,51,0.10,0.10,1.0,39662.69
2015-10-19,1,0.00,0.00,0.0,39505.35
2015-10-20,2,0.00,0.00,0.0,39348.87
2015-10-21,2,0.00,0.00,0.0,39193.39
2015-10-22,3,0.00,0.00,0.0,39039.03
2015-10-23,3,0.00,0.00,0.0,38885.93
2015-10-24,3,0.00,0.00,0.0,38734.23
2015-10-25,3,0.00,0.00,0.0,38584.07
2015-10-26,3,0.00,0.00,0.0,38435.60
2015-10-27,3,0.00,0.00,0.0,38288.52
2015-10-28,63,13.00,13.00,10.0,38141.61
2015-10-29,65,28.70,28.70,10.0,37994.91
2015-10-30,0,0.00,0.00,0.0,37848.53
2015-10-31,3,0.00,0.00,0.0,37702.62
2015-11-01,51,0.30,0.30,2.0,37557.34
2015-11-02,3,0.00,0.00,0.0,37412.81
2015-11-03,2,0.00,0.00,0.0,37269.20
2015-11-04,0,0.00,0.00,0.0,37126.64
2015-11-05,51,0.20,0.20,2.0,36985.30
2015-11-06,53,3.10,3.10,10.0,36845.32
2015-11-07,3,0.00,0.00,0.0,36706.88
2015-11-08,3,0.00,0.00,0.0,36570.13
2015-11-09,3,0.00,0.00,0.0,36435.23
2015-11-10,63,6.90,6.90,11.0,36302.37
2015-11-11,61,13.80,13.80,17.0,36171.71
2015-11-12,55,4.30,4.30,12.0,36043.43
2015-11-13,51,0.40,0.40,2.0,35917.70
2015-11-14,3,0.00,0.00,0.0,35794.71
2015-11-15,2,0.00,0.00,0.0,35674.64
2015-11-16,0,0.00,0.00,0.0,35557.27
2015-11-17,1,0.00,0.00,0.0,35441.41
2015-11-18,3,0.00,0.00,0.0,35327.08
2015-11-19,63,6.10,6.10,6.0,35214.42
2015-11-20,63,18.30,18.30,6.0,35103.59
2015-11-21,3,0.00,0.00,0.0,34994.72
2015-11-22,61,12.70,12.70,12.0,34887.96
2015-11-23,51,0.30,0.30,1.0,34783.47
2015-11-24,3,0.00,0.00,0.0,34681.39
2015-11-25,3,0.00,0.00,0.0,34581.88
2015-11-26,3,0.00,0.00,0.0,34485.09
2015-11-27,3,0.00,0.00,0.0,34391.19
2015-11-28,55,4.30,4.30,9.0,34300.32
2015-11-29,51,0.10,0.10,1.0,34212.66
2015-11-30,3,0.00,0.00,0.0,34128.37
2015-12-01,55,8.50,8.50,14.0,34047.60
2015-12-02,53,6.50,6.50,17.0,33970.53
2015-12-03,51,0.90,0.90,4.0,33897.31
2015-12-04,1,0.00,0.00,0.0,33828.12
2015-12-05,0,0.00,0.00,0.0,33763.11
2015-12-06,3,0.00,0.00,0.0,33702.20
2015-12-07,3,0.00,0.00,0.0,33644.64
2015-12-08,51,1.50,1.50,6.0,33590.45
2015-12-09,3,0.00,0.00,0.0,33539.67
2015-12-10,51,0.30,0.30,2.0,33492.39
2015-12-11,3,0.00,0.00,0.0,33448.65
2015-12-12,3,0.00,0.00,0.0,33408.52
2015-12-13,3,0.00,0.00,0.0,33372.05
2015-12-14,63,7.00,7.00,3.0,33339.31
2015-12-15,61,2.90,2.90,6.0,33310.34
2015-12-16,3,0.00,0.00,0.0,33285.22
2015-12-17,63,16.40,16.40,17.0,33263.98
2015-12-18,51,1.30,1.30,4.0,33246.70
2015-12-19,51,0.30,0.30,2.0,33233.39
2015-12-20,3,0.00,0.00,0.0,33224.14
2015-12-21,3,0.00,0.00,0.0,33218.97
2015-12-22,63,11.30,11.30,13.0,33217.94
2015-12-23,63,20.60,20.60,11.0,33221.07
2015-12-24,63,12.00,12.00,7.0,33228.43
2015-12-25,61,3.30,3.30,5.0,33240.04
2015-12-26,55,1.40,1.40,2.0,33255.98
2015-12-27,61,10.80,10.80,14.0,33276.37
2015-12-28,53,0.70,0.70,2.0,33301.16
2015-12-29,63,21.90,21.90,16.0,33330.24
2015-12-30,51,0.60,0.60,3.0,33363.52
2015-12-31,63,7.80,7.80,6.0,33400.93
2016-01-01,3,0.00,0.00,0.0,33442.34
2016-01-02,3,0.00,0.00,0.0,33487.67
2016-01-03,0,0.00,0.00,0.0,33536.83
2016-01-04,3,0.00,0.00,0.0,33589.71
2016-01-05,2,0.00,0.00,0.0,33646.22
2016-01-06,0,0.00,0.00,0.0,33706.25
2016-01-07,3,0.00,0.00,0.0,33769.71
2016-01-08,3,0.00,0.00,0.0,33836.50
2016-01-09,51,0.50,0.50,3.0,33906.51
2016-01-10,65,42.70,42.70,13.0,33979.64
2016-01-11,1,0.00,0.00,0.0,34055.80
2016-01-12,53,1.10,1.10,4.0,34134.88
2016-01-13,71,0.00,0.00,0.0,34216.79
2016-01-14,3,0.00,0.00,0.0,34301.41
2016-01-15,3,0.00,0.00,0.0,34388.99
2016-01-16,63,27.90,27.90,11.0,34480.43
2016-01-17,73,2.60,0.00,7.0,34575.63
2016-01-18,73,2.30,0.00,13.0,34674.41
2016-01-19,71,0.90,0.00,5.0,34776.57
2016-01-20,3,0.00,0.00,0.0,34881.94
2016-01-21,3,0.00,0.00,0.0,34990.34
2016-01-22,3,0.00,0.00,0.0,35101.59
2016-01-23,75,34.00,0.30,23.0,35215.52
2016-01-24,73,1.80,0.00,6.0,35331.96
2016-01-25,3,0.00,0.00,0.0,35450.72
2016-01-26,3,0.00,0.00,0.0,35571.65
2016-01-27,51,2.00,2.00,7.0,35694.58
2016-01-28,3,0.00,0.00,0.0,35819.36
2016-01-29,51,0.30,0.30,2.0,35945.82
2016-01-30,3,0.00,0.00,0.0,36073.81
2016-01-31,3,0.00,0.00,0.0,36203.17
2016-02-01,3,0.00,0.00,0.0,36333.76
2016-02-02,3,0.00,0.00,0.0,36465.43
2016-02-03,63,13.80,13.80,10.0,36598.03
2016-02-04,61,7.90,7.90,13.0,36731.86
2016-02-05,75,30.60,14.60,17.0,36868.16
2016-02-06,3,0.00,0.00,0.0,37006.88
2016-02-07,3,0.00,0.00,0.0,37147.83
2016-02-08,75,13.40,1.20,19.0,37290.84
2016-02-09,71,0.30,0.10,1.0,37435.74
2016-02-10,71,0.30,0.10,1.0,37582.37
2016-02-11,71,0.30,0.00,2.0,37730.56
2016-02-12,71,0.30,0.00,3.0,37880.16
2016-02-13,71,1.10,0.10,8.0,38031.00
2016-02-14,71,0.00,0.00,0.0,38182.93
2016-02-15,73,6.80,5.10,9.0,38335.82
2016-02-16,63,20.20,20.20,10.0,38489.50
2016-02-17,3,0.00,0.00,0.0,38643.83
2016-02-18,1,0.00,0.00,0.0,38798.68
2016-02-19,71,0.60,0.50,1.0,38953.89
2016-02-20,3,0.00,0.00,0.0,39109.34
2016-02-21,51,0.60,0.60,2.0,39264.89
2016-02-22,55,2.70,2.70,3.0,39420.42
2016-02-23,73,6.80,5.10,9.0,39575.77
2016-02-24,63,21.20,21.20,20.0,39731.26
2016-02-25,63,21.40,21.40,9.0,39888.12
2016-02-26,2,0.00,0.00,0.0,40046.34
2016-02-27,3,0.00,0.00,0.0,40205.76
2016-02-28,3,0.00,0.00,0.0,40366.27
