latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.94903,-72.30768,9.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),daylight_duration (s)
2022-07-15,3,0.00,0.00,0.0,53370.72
2022-07-16,51,0.60,0.60,4.0,53285.90
2022-07-17,51,1.50,1.50,6.0,53198.58
2022-07-18,55,1.20,1.20,3.0,53108.86
2022-07-19,55,1.00,1.00,1.0,53016.83
2022-07-20,1,0.00,0.00,0.0,52922.60
2022-07-21,51,0.40,0.40,1.0,52826.28
2022-07-22,51,0.20,0.20,2.0,52727.66
2022-07-23,3,0.00,0.00,0.0,52625.96
2022-07-24,3,0.00,0.00,0.0,52521.24
2022-07-25,55,4.40,4.40,6.0,52413.66
2022-07-26,63,5.20,5.20,3.0,52303.36
2022-07-27,3,0.00,0.00,0.0,52190.50
2022-07-28,53,0.90,0.90,1.0,52075.23
2022-07-29,51,0.10,0.10,1.0,51957.67
2022-07-30,63,5.60,5.60,4.0,51837.98
2022-07-31,3,0.00,0.00,0.0,51716.29
2022-08-01,61,3.70,3.70,11.0,51592.73
2022-08-02,3,0.00,0.00,0.0,51467.46
2022-08-03,1,0.00,0.00,0.0,51340.58
2022-08-04,0,0.00,0.00,0.0,51212.23
2022-08-05,3,0.00,0.00,0.0,51082.54
2022-08-06,3,0.00,0.00,0.0,50951.63
2022-08-07,61,4.40,4.40,6.0,50819.62
2022-08-08,51,0.30,0.30,3.0,50686.63
2022-08-09,51,0.20,0.20,2.0,50552.77
2022-08-10,61,1.30,1.30,1.0,50418.17
2022-08-11,63,13.70,13.70,12.0,50282.58
2022-08-12,51,0.10,0.10,1.0,50145.02
2022-08-13,3,0.00,0.00,0.0,50005.56
2022-08-14,3,0.00,0.00,0.0,49864.31
2022-08-15,3,0.00,0.00,0.0,49721.43
2022-08-16,3,0.00,0.00,0.0,49577.04
2022-08-17,53,3.50,3.50,9.0,49431.26
2022-08-18,1,0.00,0.00,0.0,49284.22
2022-08-19,3,0.00,0.00,0.0,49136.05
2022-08-20,3,0.00,0.00,0.0,48986.87
2022-08-21,3,0.00,0.00,0.0,48836.78
2022-08-22,61,4.70,4.70,11.0,48685.92
2022-08-23,61,4.70,4.70,6.0,48534.39
2022-08-24,1,0.00,0.00,0.0,48382.30
2022-08-25,3,0.00,0.00,0.0,48229.76
2022-08-26,53,1.90,1.90,5.0,48076.88
2022-08-27,51,0.20,0.20,2.0,47923.77
2022-08-28,2,0.00,0.00,0.0,47770.51
2022-08-29,51,0.20,0.20,2.0,47617.23
2022-08-30,3,0.00,0.00,0.0,47464.01
2022-08-31,55,1.30,1.30,3.0,47310.61
2022-09-01,2,0.00,0.00,0.0,47156.03
2022-09-02,0,0.00,0.00,0.0,47000.29
2022-09-03,3,0.00,0.00,0.0,46843.51
2022-09-04,51,0.40,0.40,1.0,46685.78
2022-09-05,63,14.70,14.70,10.0,46527.22
2022-09-06,63,24.50,24.50,22.0,46367.93
2022-09-07,51,0.70,0.70,5.0,46208.02
2022-09-08,3,0.00,0.00,0.0,46047.59
2022-09-09,1,0.00,0.00,0.0,45886.73
2022-09-10,3,0.00,0.00,0.0,45725.55
2022-09-11,61,4.40,4.40,7.0,45564.14
2022-09-12,61,10.50,10.50,11.0,45402.61
2022-09-13,63,5.40,5.40,11.0,45241.04
2022-09-14,3,0.00,0.00,0.0,45079.53
2022-09-15,1,0.00,0.00,0.0,44918.17
2022-09-16,3,0.00,0.00,0.0,44757.07
2022-09-17,3,0.00,0.00,0.0,44596.31
2022-09-18,3,0.00,0.00,0.0,44435.98
2022-09-19,65,7.80,7.80,1.0,44276.19
2022-09-20,51,0.10,0.10,1.0,44116.67
2022-09-21,3,0.00,0.00,0.0,43956.38
2022-09-22,63,23.90,23.90,7.0,43795.33
2022-09-23,3,0.00,0.00,0.0,43633.64
2022-09-24,3,0.00,0.00,0.0,43471.41
2022-09-25,51,0.50,0.50,2.0,43308.73
2022-09-26,53,1.60,1.60,2.0,43145.71
2022-09-27,3,0.00,0.00,0.0,42982.46
2022-09-28,3,0.00,0.00,0.0,42819.06
2022-09-29,3,0.00,0.00,0.0,42655.63
2022-09-30,3,0.00,0.00,0.0,42492.27
2022-10-01,65,40.90,40.90,16.0,42329.08
2022-10-02,53,1.10,1.10,3.0,42166.16
2022-10-03,53,1.80,1.80,6.0,42003.62
2022-10-04,63,28.30,28.30,23.0,41841.55
2022-10-05,65,39.90,39.90,20.0,41680.07
2022-10-06,61,2.20,2.20,5.0,41519.29
2022-10-07,3,0.00,0.00,0.0,41359.30
2022-10-08,51,0.30,0.30,2.0,41200.22
2022-10-09,3,0.00,0.00,0.0,41042.16
2022-10-10,3,0.00,0.00,0.0,40884.84
2022-10-11,0,0.00,0.00,0.0,40727.12
2022-10-12,3,0.00,0.00,0.0,40569.02
2022-10-13,63,18.50,18.50,8.0,40410.67
2022-10-14,63,17.50,17.50,8.0,40252.17
2022-10-15,3,0.00,0.00,0.0,40093.65
2022-10-16,3,0.00,0.00,0.0,39935.22
2022-10-17,63,15.30,15.30,7.0,39777.02
2022-10-18,63,9.00,9.00,8.0,39619.15
2022-10-19,3,0.00,0.00,0.0,39461.75
2022-10-20,3,0.00,0.00,0.0,39304.96
2022-10-21,1,0.00,0.00,0.0,39148.88
2022-10-22,3,0.00,0.00,0.0,38993.67
2022-10-23,63,20.10,20.10,10.0,38839.45
2022-10-24,63,7.10,7.10,15.0,38686.36
2022-10-25,3,0.00,0.00,0.0,38534.54
2022-10-26,51,0.80,0.80,5.0,38384.13
2022-10-27,3,0.00,0.00,0.0,38235.27
2022-10-28,3,0.00,0.00,0.0,38088.12
2022-10-29,3,0.00,0.00,0.0,37942.83
2022-10-30,3,0.00,0.00,0.0,37799.11
2022-10-31,53,1.10,1.10,5.0,37655.73
2022-11-01,65,32.20,32.20,13.0,37512.72
2022-11-02,0,0.00,0.00,0.0,37370.21
2022-11-03,0,0.00,0.00,0.0,37228.36
2022-11-04,3,0.00,0.00,0.0,37087.30
2022-11-05,51,0.10,0.10,1.0,36947.18
2022-11-06,3,0.00,0.00,0.0,36808.16
2022-11-07,55,1.80,1.80,4.0,36670.39
2022-11-08,2,0.00,0.00,0.0,36534.02
2022-11-09,2,0.00,0.00,0.0,36399.22
2022-11-10,3,0.00,0.00,0.0,36266.15
2022-11-11,63,6.20,6.20,4.0,36134.98
2022-11-12,63,8.20,8.20,3.0,36005.88
2022-11-13,61,5.30,5.30,6.0,35879.02
2022-11-14,3,0.00,0.00,0.0,35754.58
2022-11-15,61,3.60,3.60,3.0,35632.73
2022-11-16,63,20.30,20.30,9.0,35513.67
2022-11-17,51,0.60,0.60,4.0,35397.57
2022-11-18,3,0.00,0.00,0.0,35284.61
2022-11-19,3,0.00,0.00,0.0,35174.61
2022-11-20,3,0.00,0.00,0.0,35066.39
2022-11-21,3,0.00,0.00,0.0,34959.99
2022-11-22,0,0.00,0.00,0.0,34855.55
2022-11-23,1,0.00,0.00,0.0,34753.20
2022-11-24,3,0.00,0.00,0.0,34653.09
2022-11-25,61,2.70,2.70,6.0,34555.34
2022-11-26,2,0.00,0.00,0.0,34460.12
2022-11-27,63,9.90,9.90,7.0,34367.56
2022-11-28,51,0.10,0.10,1.0,34277.80
2022-11-29,3,0.00,0.00,0.0,34191.01
2022-11-30,63,13.10,13.10,9.0,34107.32
2022-12-01,3,0.00,0.00,0.0,34026.88
2022-12-02,3,0.00,0.00,0.0,33949.84
2022-12-03,61,8.60,8.60,8.0,33876.38
2022-12-04,3,0.00,0.00,0.0,33806.61
2022-12-05,3,0.00,0.00,0.0,33740.71
2022-12-06,53,1.10,1.10,5.0,33678.82
2022-12-07,63,22.70,22.70,18.0,33621.10
2022-12-08,3,0.00,0.00,0.0,33567.70
2022-12-09,3,0.00,0.00,0.0,33518.55
2022-12-10,3,0.00,0.00,0.0,33473.03
2022-12-11,55,3.00,3.00,7.0,33431.14
2022-12-12,73,2.70,1.30,8.0,33392.93
2022-12-13,0,0.00,0.00,0.0,33358.42
2022-12-14,2,0.00,0.00,0.0,33327.65
2022-12-15,55,2.80,2.80,5.0,33300.67
2022-12-16,63,18.60,18.60,19.0,33277.50
2022-12-17,53,1.80,1.80,4.0,33258.19
2022-12-18,3,0.00,0.00,0.0,33242.74
2022-12-19,1,0.00,0.00,0.0,33231.22
2022-12-20,1,0.00,0.00,0.0,33223.63
2022-12-21,3,0.00,0.00,0.0,33220.00
2022-12-22,63,16.30,16.30,9.0,33220.37
2022-12-23,65,27.20,27.20,13.0,33224.74
2022-12-24,3,0.00,0.00,0.0,33233.14
2022-12-25,1,0.00,0.00,0.0,33245.58
2022-12-26,3,0.00,0.00,0.0,33262.09
2022-12-27,3,0.00,0.00,0.0,33282.68
2022-12-28,3,0.00,0.00,0.0,33307.35
2022-12-29,3,0.00,0.00,0.0,33336.22
2022-12-30,3,0.00,0.00,0.0,33369.56
2022-12-31,61,13.20,13.20,15.0,33407.29
2023-01-01,63,5.30,5.30,4.0,33449.29
2023-01-02,3,0.00,0.00,0.0,33495.45
2023-01-03,63,8.20,8.20,10.0,33545.65
2023-01-04,61,2.80,2.80,6.0,33599.78
2023-01-05,51,1.80,1.80,6.0,33657.73
2023-01-06,55,3.70,3.70,10.0,33719.37
2023-01-07,3,0.00,0.00,0.0,33784.58
2023-01-08,3,0.00,0.00,0.0,33853.26
2023-01-09,53,1.30,1.30,4.0,33925.27
2023-01-10,3,0.00,0.00,0.0,34000.50
2023-01-11,3,0.00,0.00,0.0,34078.84
2023-01-12,61,7.40,7.40,9.0,34160.16
2023-01-13,65,16.90,16.90,10.0,34244.36
2023-01-14,71,0.40,0.10,3.0,34331.30
2023-01-15,73,1.90,0.00,8.0,34420.89
2023-01-16,71,0.20,0.10,2.0,34513.00
2023-01-17,3,0.00,0.00,0.0,34607.52
2023-01-18,3,0.00,0.00,0.0,34704.69
2023-01-19,61,11.50,11.50,11.0,34805.52
2023-01-20,63,11.00,11.00,7.0,34909.91
2023-01-21,51,0.30,0.30,3.0,35017.66
2023-01-22,61,4.80,4.80,6.0,35128.58
2023-01-23,73,29.60,28.90,20.0,35242.49
2023-01-24,3,0.00,0.00,0.0,35359.22
2023-01-25,61,9.20,9.20,8.0,35478.57
2023-01-26,63,17.50,17.50,9.0,35600.37
2023-01-27,71,0.20,0.10,1.0,35724.43
2023-01-28,3,0.00,0.00,0.0,35850.61
2023-01-29,51,0.20,0.20,1.0,35978.72
2023-01-30,3,0.00,0.00,0.0,36108.61
2023-01-31,73,2.40,1.10,6.0,36240.10
2023-02-01,73,2.60,0.00,6.0,36373.04
2023-02-02,3,0.00,0.00,0.0,36507.27
2023-02-03,71,0.10,0.00,1.0,36642.64
2023-02-04,3,0.00,0.00,0.0,36779.00
2023-02-05,3,0.00,0.00,0.0,36916.20
2023-02-06,3,0.00,0.00,0.0,37054.11
2023-02-07,73,1.10,0.70,1.0,37193.00
2023-02-08,53,1.20,1.20,2.0,37334.16
2023-02-09,3,0.00,0.00,0.0,37477.52
2023-02-10,3,0.00,0.00,0.0,37622.92
2023-02-11,3,0.00,0.00,0.0,37770.18
2023-02-12,61,2.10,2.10,1.0,37919.15
2023-02-13,53,1.70,1.70,5.0,38069.67
2023-02-14,3,0.00,0.00,0.0,38221.56
2023-02-15,3,0.00,0.00,0.0,38374.70
2023-02-16,55,1.90,1.90,3.0,38528.93
2023-02-17,73,8.80,8.40,16.0,38684.09
2023-02-18,3,0.00,0.00,0.0,38840.04
2023-02-19,51,0.20,0.20,1.0,38996.65
2023-02-20,61,1.80,1.80,2.0,39153.76
2023-02-21,73,6.70,5.80,11.0,39311.26
2023-02-22,71,4.50,4.30,8.0,39468.99
2023-02-23,55,4.30,4.30,11.0,39626.83
2023-02-24,51,0.20,0.20,2.0,39784.64
2023-02-25,71,0.60,0.00,4.0,39942.31
2023-02-26,51,0.30,0.30,2.0,40099.69
2023-02-27,73,1.20,0.00,3.0,40257.08
2023-02-28,75,14.40,3.70,19.0,40415.71
2023-03-01,75,6.10,1.20,6.0,40575.55
2023-03-02,51,1.10,1.10,5.0,40736.48
2023-03-03,53,0.70,0.70,3.0,40898.38
2023-03-04,73,33.70,33.40,12.0,41061.12
2023-03-05,3,0.00,0.00,0.0,41224.59
2023-03-06,3,0.00,0.00,0.0,41388.67
2023-03-07,71,0.10,0.00,1.0,41553.25
2023-03-08,3,0.00,0.00,0.0,41718.20
2023-03-09,3,0.00,0.00,0.0,41883.41
2023-03-10,51,0.50,0.50,3.0,42048.78
2023-03-11,61,12.00,12.00,15.0,42214.18
2023-03-12,3,0.00,0.00,0.0,42379.51
2023-03-13,61,13.70,13.70,12.0,42544.66
2023-03-14,75,29.20,23.00,19.0,42709.52
2023-03-15,51,0.20,0.20,2.0,42873.97
2023-03-16,3,0.00,0.00,0.0,43037.91
2023-03-17,3,0.00,0.00,0.0,43201.23
2023-03-18,53,1.50,1.50,5.0,43363.80
2023-03-19,3,0.00,0.00,0.0,43525.91
2023-03-20,0,0.00,0.00,0.0,43688.68
2023-03-21,3,0.00,0.00,0.0,43852.09
2023-03-22,51,0.20,0.20,2.0,44016.04
2023-03-23,53,1.90,1.90,4.0,44180.45
2023-03-24,61,2.60,2.60,2.0,44345.20
2023-03-25,63,10.40,10.40,9.0,44510.19
2023-03-26,63,5.60,5.60,3.0,44675.32
2023-03-27,53,1.40,1.40,4.0,44840.50
2023-03-28,53,1.60,1.60,8.0,45005.61
2023-03-29,3,0.00,0.00,0.0,45170.55
2023-03-30,51,0.20,0.20,1.0,45335.23
2023-03-31,51,0.40,0.40,3.0,45499.54
2023-04-01,63,21.70,21.70,16.0,45663.36
2023-04-02,51,0.20,0.20,2.0,45826.60
2023-04-03,51,0.10,0.10,1.0,45989.14
2023-04-04,65,17.60,17.60,2.0,46150.88
2023-04-05,51,2.20,2.20,14.0,46311.70
2023-04-06,61,2.30,2.30,5.0,46471.49
2023-04-07,63,4.60,4.60,4.0,46630.14
2023-04-08,3,0.00,0.00,0.0,46787.89
2023-04-09,3,0.00,0.00,0.0,46945.82
2023-04-10,1,0.00,0.00,0.0,47103.91
2023-04-11,3,0.00,0.00,0.0,47262.06
2023-04-12,3,0.00,0.00,0.0,47420.18
2023-04-13,3,0.00,0.00,0.0,47578.15
2023-04-14,3,0.00,0.00,0.0,47735.87
2023-04-15,51,0.40,0.40,1.0,47893.23
2023-04-16,51,0.20,0.20,1.0,48050.12
2023-04-17,51,0.20,0.20,2.0,48206.43
2023-04-18,53,1.00,1.00,3.0,48362.04
2023-04-19,3,0.00,0.00,0.0,48516.84
2023-04-20,51,0.40,0.40,1.0,48670.70
2023-04-21,3,0.00,0.00,0.0,48823.52
2023-04-22,65,12.50,12.50,4.0,48975.16
2023-04-23,63,31.40,31.40,15.0,49125.49
2023-04-24,3,0.00,0.00,0.0,49274.39
2023-04-25,53,1.00,1.00,3.0,49421.73
2023-04-26,3,0.00,0.00,0.0,49567.36
2023-04-27,3,0.00,0.00,0.0,49711.16
2023-04-28,3,0.00,0.00,0.0,49853.33
2023-04-29,61,14.00,14.00,20.0,49994.91
2023-04-30,63,13.90,13.90,13.0,50135.87
2023-05-01,51,0.30,0.30,3.0,50276.11
2023-05-02,61,6.50,6.50,9.0,50415.50
2023-05-03,51,0.10,0.10,1.0,50553.93
2023-05-04,51,0.90,0.90,6.0,50691.28
2023-05-05,3,0.00,0.00,0.0,50827.42
2023-05-06,1,0.00,0.00,0.0,50962.23
2023-05-07,53,0.70,0.70,1.0,51095.59
2023-05-08,63,7.50,7.50,4.0,51227.36
2023-05-09,3,0.00,0.00,0.0,51357.40
2023-05-10,0,0.00,0.00,0.0,51485.59
2023-05-11,3,0.00,0.00,0.0,51611.78
2023-05-12,3,0.00,0.00,0.0,51735.83
2023-05-13,3,0.00,0.00,0.0,51857.60
2023-05-14,3,0.00,0.00,0.0,51976.94
2023-05-15,3,0.00,0.00,0.0,52093.70
2023-05-16,3,0.00,0.00,0.0,52207.73
2023-05-17,3,0.00,0.00,0.0,52318.88
2023-05-18,1,0.00,0.00,0.0,52427.30
2023-05-19,3,0.00,0.00,0.0,52533.84
2023-05-20,63,39.60,39.60,20.0,52638.48
2023-05-21,61,2.40,2.40,3.0,52741.11
2023-05-22,1,0.00,0.00,0.0,52841.62
2023-05-23,3,0.00,0.00,0.0,52939.91
2023-05-24,51,0.80,0.80,2.0,53035.88
2023-05-25,3,0.00,0.00,0.0,53129.41
2023-05-26,2,0.00,0.00,0.0,53220.38
2023-05-27,1,0.00,0.00,0.0,53308.68
2023-05-28,0,0.00,0.00,0.0,53394.21
2023-05-29,1,0.00,0.00,0.0,53476.84
2023-05-30,0,0.00,0.00,0.0,53556.46
2023-05-31,2,0.00,0.00,0.0,53632.96
2023-06-01,3,0.00,0.00,0.0,53706.21
2023-06-02,3,0.00,0.00,0.0,53776.11
2023-06-03,51,0.60,0.60,3.0,53842.54
2023-06-04,51,0.30,0.30,2.0,53905.37
2023-06-05,3,0.00,0.00,0.0,53964.49
2023-06-06,51,0.10,0.10,1.0,54019.79
2023-06-07,51,0.30,0.30,3.0,54071.30
2023-06-08,2,0.00,0.00,0.0,54119.46
2023-06-09,63,3.10,3.10,2.0,54164.27
2023-06-10,51,0.20,0.20,2.0,54205.70
2023-06-11,3,0.00,0.00,0.0,54243.70
2023-06-12,53,1.00,1.00,2.0,54278.26
2023-06-13,53,0.70,0.70,2.0,54309.33
2023-06-14,51,0.80,0.80,3.0,54336.89
2023-06-15,51,0.10,0.10,1.0,54360.91
2023-06-16,51,0.10,0.10,1.0,54381.37
2023-06-17,61,3.70,3.70,8.0,54398.23
2023-06-18,3,0.00,0.00,0.0,54411.48
2023-06-19,3,0.00,0.00,0.0,54421.09
2023-06-20,3,0.00,0.00,0.0,54427.05
2023-06-21,3,0.00,0.00,0.0,54429.33
2023-06-22,51,0.70,0.70,7.0,54427.92
2023-06-23,51,0.10,0.10,1.0,54422.81
2023-06-24,63,14.70,14.70,10.0,54413.98
2023-06-25,3,0.00,0.00,0.0,54401.41
2023-06-26,65,24.40,24.40,9.0,54385.11
2023-06-27,65,13.30,13.30,7.0,54364.99
2023-06-28,51,0.70,0.70,6.0,54340.87
2023-06-29,3,0.00,0.00,0.0,54312.79
2023-06-30,3,0.00,0.00,0.0,54280.86
2023-07-01,3,0.00,0.00,0.0,54245.12
2023-07-02,61,3.40,3.40,9.0,54205.68
2023-07-03,63,3.00,3.00,4.0,54162.62
2023-07-04,61,4.30,4.30,6.0,54116.02
2023-07-05,3,0.00,0.00,0.0,54065.96
2023-07-06,0,0.00,0.00,0.0,54012.52
2023-07-07,3,0.00,0.00,0.0,53955.81
2023-07-08,51,0.10,0.10,1.0,53895.90
2023-07-09,53,2.70,2.70,8.0,53832.88
2023-07-10,63,10.20,10.20,12.0,53766.84
2023-07-11,0,0.00,0.00,0.0,53697.87
2023-07-12,3,0.00,0.00,0.0,53626.05
2023-07-13,3,0.00,0.00,0.0,53551.47
2023-07-14,63,6.70,6.70,8.0,53474.22
2023-07-15,55,2.80,2.80,9.0,53394.39
2023-07-16,63,31.30,31.30,21.0,53312.05
2023-07-17,51,0.20,0.20,2.0,53227.06
2023-07-18,61,1.50,1.50,2.0,53138.68
2023-07-19,3,0.00,0.00,0.0,53047.00
2023-07-20,3,0.00,0.00,0.0,52952.17
2023-07-21,63,7.40,7.40,7.0,52854.33
2023-07-22,51,0.10,0.10,1.0,52753.63
2023-07-23,3,0.00,0.00,0.0,52650.21
2023-07-24,3,0.00,0.00,0.0,52544.21
2023-07-25,55,1.90,1.90,4.0,52435.76
2023-07-26,53,1.30,1.30,3.0,52325.01
2023-07-27,51,0.20,0.20,2.0,52212.09
2023-07-28,3,0.00,0.00,0.0,52097.12
2023-07-29,61,2.00,2.00,6.0,51980.25
2023-07-30,3,0.00,0.00,0.0,51861.59
2023-07-31,51,0.40,0.40,4.0,51741.29
2023-08-01,2,0.00,0.00,0.0,51619.45
2023-08-02,2,0.00,0.00,0.0,51496.20
2023-08-03,3,0.00,0.00,0.0,51371.65
2023-08-04,61,2.70,2.70,6.0,51245.93
2023-08-05,63,6.40,6.40,5.0,51119.15
2023-08-06,3,0.00,0.00,0.0,50991.08
2023-08-07,63,14.50,14.50,12.0,50860.77
2023-08-08,65,25.00,25.00,14.0,50728.28
2023-08-09,3,0.00,0.00,0.0,50593.75
2023-08-10,65,22.40,22.40,11.0,50457.33
2023-08-11,3,0.00,0.00,0.0,50319.15
2023-08-12,63,3.10,3.10,3.0,50179.34
2023-08-13,65,37.60,37.60,5.0,50038.05
2023-08-14,3,0.00,0.00,0.0,49895.39
2023-08-15,63,9.40,9.40,9.0,49751.50
2023-08-16,63,17.70,17.70,12.0,49606.50
2023-08-17,3,0.00,0.00,0.0,49460.50
2023-08-18,63,5.60,5.60,9.0,49313.65
2023-08-19,3,0.00,0.00,0.0,49166.04
2023-08-20,3,0.00,0.00,0.0,49017.79
2023-08-21,3,0.00,0.00,0.0,48869.02
2023-08-22,55,1.20,1.20,2.0,48719.83
2023-08-23,3,0.00,0.00,0.0,48570.33
2023-08-24,3,0.00,0.00,0.0,48420.63
2023-08-25,63,13.10,13.10,11.0,48270.84
2023-08-26,53,1.50,1.50,5.0,48120.70
2023-08-27,51,1.30,1.30,6.0,47969.22
2023-08-28,51,0.10,0.10,1.0,47816.43
2023-08-29,63,5.50,5.50,7.0,47662.43
2023-08-30,63,12.10,12.10,11.0,47507.35
2023-08-31,3,0.00,0.00,0.0,47351.30
2023-09-01,0,0.00,0.00,0.0,47194.38
2023-09-02,3,0.00,0.00,0.0,47036.71
2023-09-03,3,0.00,0.00,0.0,46878.39
2023-09-04,3,0.00,0.00,0.0,46719.52
2023-09-05,3,0.00,0.00,0.0,46560.20
2023-09-06,1,0.00,0.00,0.0,46400.55
2023-09-07,3,0.00,0.00,0.0,46240.65
2023-09-08,65,20.00,20.00,4.0,46080.60
2023-09-09,61,2.40,2.40,3.0,45920.51
2023-09-10,61,6.70,6.70,11.0,45760.46
2023-09-11,63,12.80,12.80,16.0,45600.56
2023-09-12,51,0.30,0.30,2.0,45440.89
2023-09-13,63,9.80,9.80,10.0,45281.55
2023-09-14,3,0.00,0.00,0.0,45122.64
2023-09-15,3,0.00,0.00,0.0,44963.89
2023-09-16,3,0.00,0.00,0.0,44804.29
2023-09-17,3,0.00,0.00,0.0,44643.85
2023-09-18,63,27.00,27.00,15.0,44482.68
2023-09-19,0,0.00,0.00,0.0,44320.88
2023-09-20,3,0.00,0.00,0.0,44158.55
2023-09-21,3,0.00,0.00,0.0,43995.79
2023-09-22,3,0.00,0.00,0.0,43832.70
2023-09-23,63,31.80,31.80,16.0,43669.38
2023-09-24,61,7.00,7.00,18.0,43505.91
2023-09-25,63,27.20,27.20,23.0,43342.42
2023-09-26,55,4.70,4.70,16.0,43178.99
2023-09-27,2,0.00,0.00,0.0,43015.72
2023-09-28,55,1.30,1.30,3.0,42852.71
2023-09-29,63,32.00,32.00,22.0,42690.06
2023-09-30,63,18.80,18.80,18.0,42527.87
2023-10-01,3,0.00,0.00,0.0,42366.23
2023-10-02,1,0.00,0.00,0.0,42205.26
2023-10-03,3,0.00,0.00,0.0,42045.05
2023-10-04,3,0.00,0.00,0.0,41885.70
2023-10-05,3,0.00,0.00,0.0,41726.94
2023-10-06,63,8.60,8.60,6.0,41567.67
2023-10-07,65,13.70,13.70,11.0,41407.89
2023-10-08,3,0.00,0.00,0.0,41247.74
2023-10-09,3,0.00,0.00,0.0,41087.31
2023-10-10,51,0.70,0.70,3.0,40926.72
2023-10-11,51,0.20,0.20,1.0,40766.09
2023-10-12,51,0.60,0.60,5.0,40605.53
2023-10-13,3,0.00,0.00,0.0,40445.15
2023-10-14,61,11.00,11.00,12.0,40285.09
2023-10-15,53,2.20,2.20,6.0,40125.44
2023-10-16,51,0.20,0.20,2.0,39966.34
2023-10-17,51,0.50,0.50,3.0,39807.91
2023-10-18,51,0.10,0.10,1.0,39650.27
2023-10-19,51,0.10,0.10,1.0,39493.55
2023-10-20,63,5.80,5.80,6.0,39337.88
2023-10-21,65,23.10,23.10,18.0,39183.40
2023-10-22,3,0.00,0.00,0.0,39030.22
2023-10-23,3,0.00,0.00,0.0,38878.50
2023-10-24,2,0.00,0.00,0.0,38728.37
2023-10-25,3,0.00,0.00,0.0,38579.55
2023-10-26,3,0.00,0.00,0.0,38430.81
2023-10-27,3,0.00,0.00,0.0,38282.18
2023-10-28,3,0.00,0.00,0.0,38133.79
2023-10-29,55,4.30,4.30,13.0,37985.79
2023-10-30,61,4.50,4.50,14.0,37838.31
2023-10-31,3,0.00,0.00,0.0,37691.49
2023-11-01,61,6.40,6.40,12.0,37545.49
2023-11-02,3,0.00,0.00,0.0,37400.44
2023-11-03,3,0.00,0.00,0.0,37256.50
2023-11-04,3,0.00,0.00,0.0,37113.82
2023-11-05,3,0.00,0.00,0.0,36972.55
2023-11-06,51,0.10,0.10,1.0,36832.86
2023-11-07,51,1.10,1.10,5.0,36694.91
2023-11-08,3,0.00,0.00,0.0,36558.87
2023-11-09,61,3.00,3.00,5.0,36424.90
2023-11-10,51,0.10,0.10,1.0,36293.18
2023-11-11,1,0.00,0.00,0.0,36163.89
2023-11-12,3,0.00,0.00,0.0,36037.19
2023-11-13,3,0.00,0.00,0.0,35913.29
2023-11-14,3,0.00,0.00,0.0,35791.93
2023-11-15,3,0.00,0.00,0.0,35671.90
2023-11-16,3,0.00,0.00,0.0,35553.25
2023-11-17,3,0.00,0.00,0.0,35436.12
2023-11-18,53,1.50,1.50,5.0,35320.64
2023-11-19,3,0.00,0.00,0.0,35206.97
2023-11-20,3,0.00,0.00,0.0,35095.26
2023-11-21,53,2.40,2.40,4.0,34985.66
2023-11-22,63,18.40,18.40,11.0,34878.33
2023-11-23,3,0.00,0.00,0.0,34773.42
2023-11-24,3,0.00,0.00,0.0,34671.09
2023-11-25,3,0.00,0.00,0.0,34571.52
2023-11-26,51,0.80,0.80,3.0,34474.84
2023-11-27,63,6.20,6.20,6.0,34381.25
2023-11-28,71,0.30,0.00,3.0,34290.91
2023-11-29,3,0.00,0.00,0.0,34203.96
2023-11-30,3,0.00,0.00,0.0,34120.61
2023-12-01,61,4.80,4.80,5.0,34041.01
2023-12-02,53,0.80,0.80,2.0,33965.34
2023-12-03,61,11.80,11.80,18.0,33893.76
2023-12-04,51,0.10,0.10,1.0,33826.18
2023-12-05,3,0.00,0.00,0.0,33761.77
2023-12-06,3,0.00,0.00,0.0,33700.56
2023-12-07,3,0.00,0.00,0.0,33642.62
2023-12-08,2,0.00,0.00,0.0,33588.01
2023-12-09,3,0.00,0.00,0.0,33536.83
2023-12-10,63,11.10,11.10,10.0,33489.13
2023-12-11,65,36.60,36.60,11.0,33445.00
2023-12-12,0,0.00,0.00,0.0,33404.50
2023-12-13,1,0.00,0.00,0.0,33367.71
2023-12-14,3,0.00,0.00,0.0,33334.69
2023-12-15,3,0.00,0.00,0.0,33305.52
2023-12-16,3,0.00,0.00,0.0,33280.25
2023-12-17,55,6.60,6.60,9.0,33258.96
2023-12-18,65,41.30,41.30,16.0,33241.72
2023-12-19,3,0.00,0.00,0.0,33228.57
2023-12-20,0,0.00,0.00,0.0,33219.58
2023-12-21,1,0.00,0.00,0.0,33214.80
2023-12-22,3,0.00,0.00,0.0,33214.30
2023-12-23,51,0.10,0.10,1.0,33218.13
2023-12-24,3,0.00,0.00,0.0,33226.35
2023-12-25,3,0.00,0.00,0.0,33238.99
2023-12-26,3,0.00,0.00,0.0,33256.00
2023-12-27,53,2.20,2.20,6.0,33277.28
2023-12-28,63,27.40,27.40,16.0,33302.77
2023-12-29,53,1.90,1.90,8.0,33332.39
