"Year","DEC Region","County","Town","Waterbody","Date","Number","Species Name","Size (inches )"
"2026","5","Franklin","Malone","Salmon River","May - fourth week","3,840","Brown Trout","9 - 10 inches"
"2026","5","Franklin","Malone","Salmon River","May - second week","420","Rainbow Trout","12 -14 inches"
"2026","5","Franklin","Malone","Salmon River","May - second week","3,760","Rainbow Trout","9 - 10 inches"
"2026","5","Franklin","Malone","Trout River","April - fourth week","60","Brown Trout","12 -15 inches"
"2026","5","Franklin","Malone","Trout River","April - fourth week","510","Brown Trout","9 - 10 inches"
"2026","5","Saratoga","Milton","Glowegee Creek","April - fourth week","80","Brown Trout","12 -15 inches"
"2026","5","Saratoga","Milton","Glowegee Creek","April - fourth week","660","Brown Trout","9 - 10 inches"
"2026","5","Saratoga","Milton","Kayaderosseras Creek","April - first week","120","Brown Trout","12 -15 inches"
"2026","5","Saratoga","Milton","Kayaderosseras Creek","April - first week","1,010","Brown Trout","9 - 10 inches"
"2026","5","Saratoga","Milton","Kayaderosseras Creek","April - third week","120","Brown Trout","12 -15 inches"
"2026","5","Saratoga","Milton","Kayaderosseras Creek","April - third week","1,010","Brown Trout","9 - 10 inches"
"2026","5","Saratoga","Milton","Kayaderosseras Creek","May - first week","120","Brown Trout","12 -15 inches"
"2026","5","Saratoga","Milton","Kayaderosseras Creek","May - first week","1,010","Brown Trout","9 - 10 inches"
"2026","5","Saratoga","Milton","Kayaderosseras Creek","May - third week","120","Brown Trout","12 -15 inches"
"2026","5","Saratoga","Milton","Kayaderosseras Creek","May - third week","1,010","Brown Trout","9 - 10 inches"
"2026","5","Essex","Minerva","Balfour Lake","Spring","1,560","Rainbow Trout","8 inches"
"2026","5","Essex","Minerva","Big Sherman Pond","Spring","410","Brown Trout","8 inches"
"2026","5","Essex","Minerva","Boreas River","May - first week","80","Brown Trout","12 -15 inches"
"2026","5","Essex","Minerva","Boreas River","May - first week","700","Brown Trout","9 - 10 inches"
"2026","5","Essex","Minerva","Cheney Pond","Spring","1,430","Brown Trout","8 inches"
"2026","5","Essex","Minerva","Dimmick Pond","May","170","Brown Trout","12 -15 inches"
"2026","5","Essex","Minerva","Fifth Lake Essex Chain","Spring","1,140","Rainbow Trout","8 inches"
"2026","5","Essex","Minerva","Hudson River","Spring","5,300","Brown Trout","9 - 10 inches"
"2026","5","Essex","Minerva","Hudson River","Spring","6,240","Rainbow Trout","9 - 10 inches"
"2026","5","Essex","Minerva","Rankin Pond","Spring","410","Brown Trout","8 inches"
"2026","5","Essex","Minerva","Third Lake Essex Chain","Spring","2,080","Rainbow Trout","8 inches"
"2026","5","Essex","Minerva","Twentyninth Pond","Spring","230","Brown Trout","8 inches"
"2026","5","Franklin","Moira, Bangor","Little Salmon River","April - first week","210","Brown Trout","12 -15 inches"
"2026","5","Franklin","Moira, Bangor","Little Salmon River","April - first week","1,760","Brown Trout","9 - 10 inches"
"2026","5","Clinton","Mooers","Great Chazy River North Branch","April - fourth week","90","Rainbow Trout","12 -14 inches"
"2026","5","Clinton","Mooers","Great Chazy River North Branch","April - fourth week","770","Rainbow Trout","9 - 10 inches"
"2026","5","Clinton","Mooers","Great Chazy River North Branch","April - second week","100","Brown Trout","12 -15 inches"
"2026","5","Clinton","Mooers","Great Chazy River North Branch","April - second week","790","Brown Trout","9 - 10 inches"
"2026","5","Clinton","Mooers","Great Chazy River North Branch","May - fourth week","90","Rainbow Trout","12 -14 inches"
"2026","5","Clinton","Mooers","Great Chazy River North Branch","May - fourth week","770","Rainbow Trout","9 - 10 inches"
"2026","5","Clinton","Mooers","Great Chazy River North Branch","May - second week","100","Brown Trout","12 -15 inches"
"2026","5","Clinton","Mooers","Great Chazy River North Branch","May - second week","790","Brown Trout","9 - 10 inches"
"2026","5","Saratoga","Moreau","Moreau Lake","Spring","3,120","Rainbow Trout","8 inches"
"2026","5","Hamilton","Morehouse","West Canada Creek South Branch","April - fourth week","1,130","Brook Trout","9 - 10 inches"
"2026","5","Essex","Newcomb","Clear Pond","Spring","420","Rainbow Trout","8 inches"
"2026","5","Essex","Newcomb","Ward Pond","Spring","140","Brown Trout","8 inches"
"2026","5","Essex","North Elba","Coldspring Pond","Spring","140","Brown Trout","8 inches"
"2026","5","Essex","North Elba","Connery Pond","Spring","1,260","Brown Trout","8 inches"
"2026","5","Essex","North Elba","Lake Placid","Spring","8,840","Rainbow Trout","8 inches"
"2026","5","Essex","North Elba","Long Pond","Spring","450","Brown Trout","8 inches"
"2026","5","Essex","North Elba","Mirror Lake","Spring","1,350","Rainbow Trout","8 inches"
"2026","5","Essex","North Elba","Owen Pond","Spring","410","Brown Trout","8 inches"
"2026","5","Essex","North Elba","South Meadow Brook","May - second week","540","Brook Trout","9 - 10 inches"
"2026","5","Essex","North Elba","Tom Peck Pond","Spring","210","Brown Trout","8 inches"
"2026","5","Essex","North Elba","Ausable River - West Branch","April - fourth week","100","Brown Trout","12 -15 inches"
"2026","5","Essex","North Elba","Ausable River - West Branch","April - fourth week","640","Brown Trout","9 - 10 inches"
"2026","5","Essex","North Elba","Ausable River - West Branch","April - second week","420","Brown Trout","12 -15 inches"
"2026","5","Essex","North Elba","Ausable River - West Branch","April - second week","3,260","Brown Trout","9 - 10 inches"
"2026","5","Essex","North Elba","Ausable River - West Branch","May - fourth week","100","Brown Trout","12 -15 inches"
"2026","5","Essex","North Elba","Ausable River - West Branch","May - fourth week","640","Brown Trout","9 - 10 inches"
"2026","5","Essex","North Elba","Ausable River - West Branch","May - second week","770","Brook Trout","9 - 10 inches"
"2026","5","Essex","North Elba","Ausable River - West Branch","May - second week","100","Brown Trout","12 -15 inches"
"2026","5","Essex","North Elba","Ausable River - West Branch","May - second week","640","Brown Trout","9 - 10 inches"
"2026","5","Essex","North Hudson","Courtney Pond","May","270","Brown Trout","8 inches"
"2026","5","Essex","North Hudson","Munson Pond","Spring","410","Brown Trout","8 inches"
"2026","5","Essex","North Hudson","Schroon River","May - first week","190","Brown Trout","12 -15 inches"
"2026","5","Essex","North Hudson","Schroon River","May - first week","1,580","Brown Trout","9 - 10 inches"
"2026","5","Essex","North Hudson","Vanderwacker Pond","Spring","270","Brown Trout","8 inches"
"2026","5","Fulton","Northampton","Northville Pond","April","1,300","Rainbow Trout","8 inches"
"2026","5","Fulton","Northampton","Northville Pond","May","1,300","Rainbow Trout","8 inches"
"2026","5","Saratoga","Northumberland, Wilton","Snook Kill","March - fourth week","170","Brown Trout","12 -15 inches"
"2026","5","Saratoga","Northumberland, Wilton","Snook Kill","March - fourth week","1,410","Brown Trout","9 - 10 inches"
"2026","5","Fulton","Oppenheim, Stratford","East Canada Creek","May - first week","450","Brown Trout","12 -15 inches"
"2026","5","Fulton","Oppenheim, Stratford","East Canada Creek","May - first week","3,730","Brown Trout","9 - 10 inches"
"2026","5","Fulton","Oppenheim, Stratford","Middle Sprite Creek","April - fourth week","40","Brown Trout","12 -15 inches"
"2026","5","Fulton","Oppenheim, Stratford","Middle Sprite Creek","April - fourth week","280","Brown Trout","9 - 10 inches"
"2026","5","Clinton","Peru","Peru Fish & Game Club Pond","Spring","100","Rainbow Trout","8 inches"
"2026","5","Clinton","Peru","Salmon River","April - first week","40","Brown Trout","12 -15 inches"
"2026","5","Clinton","Peru","Salmon River","April - first week","310","Brown Trout","9 - 10 inches"
"2026","5","Clinton","Peru, Ausable","Dry Mill Brook","April - first week","70","Brown Trout","12 -15 inches"
"2026","5","Clinton","Peru, Ausable","Dry Mill Brook","April - first week","580","Brown Trout","9 - 10 inches"
"2026","5","Clinton","Plattsburgh","Saranac River","April - fourth week","370","Brown Trout","12 -15 inches"
"2026","5","Clinton","Plattsburgh","Saranac River","April - fourth week","3,150","Brown Trout","9 - 10 inches"
"2026","5","Warren","Queensbury","Glen Lake","Spring","1,980","Rainbow Trout","8 inches"
"2026","5","Washington","Salem","Batten Kill","April - third week","400","Brown Trout","12 -15 inches"
"2026","5","Washington","Salem","Batten Kill","April - third week","3,250","Brown Trout","9 - 10 inches"
"2026","5","Washington","Salem","Batten Kill","June - first week","390","Brown Trout","12 -15 inches"
"2026","5","Washington","Salem","Batten Kill","June - first week","3,250","Brown Trout","9 - 10 inches"
"2026","5","Washington","Salem","Batten Kill","May - first week","390","Brown Trout","12 -15 inches"
"2026","5","Washington","Salem","Batten Kill","May - first week","3,250","Brown Trout","9 - 10 inches"
"2026","5","Washington","Salem","Batten Kill","May - third week","390","Brown Trout","12 -15 inches"
"2026","5","Washington","Salem","Batten Kill","May - third week","3,250","Brown Trout","9 - 10 inches"
"2026","5","Franklin","Santa Clara","Green Pond","Spring","540","Brown Trout","8 inches"
"2026","5","Franklin","Santa Clara","Little Long Pond (East)","Spring","1,040","Rainbow Trout","8 inches"
"2026","5","Franklin","Santa Clara","Rat Pond","Spring","540","Brown Trout","8 inches"
"2026","5","Franklin","Santa Clara","Whey Pond","May","1,350","Brown Trout","8 inches"
"2026","5","Franklin","Santa Clara","Whey Pond","Spring","1,140","Rainbow Trout","8 inches"
"2026","5","Clinton","Saranac","Saranac River","April - fourth week","200","Brown Trout","12 -15 inches"
"2026","5","Clinton","Saranac","Saranac River","April - fourth week","1,700","Brown Trout","9 - 10 inches"
"2026","5","Saratoga","Saratoga Springs","Geyser Brook","April - third week","60","Brown Trout","12 -15 inches"
"2026","5","Saratoga","Saratoga Springs","Geyser Brook","April - third week","460","Brown Trout","9 - 10 inches"
"2026","5","Essex","Schroon","Crane Pond","Spring","1,560","Rainbow Trout","8 inches"
"2026","5","Essex","Schroon","Glidden Marsh","Spring","140","Brown Trout","8 inches"
"2026","5","Essex","Schroon","Goose Pond","Spring","420","Rainbow Trout","8 inches"
"2026","5","Essex","Schroon","Oliver Pond","Spring","730","Rainbow Trout","8 inches"
"2026","5","Essex","Schroon","Paradox Lake","Spring","5,510","Rainbow Trout","8 inches"
"2026","5","Essex","St. Armand","Moose Pond","Spring","1,350","Rainbow Trout","8 inches"
"2026","5","Essex","St. Armand","Saranac River","April - fourth week","200","Brown Trout","12 -15 inches"
"2026","5","Essex","St. Armand","Saranac River","April - fourth week","1,170","Brown Trout","9 - 10 inches"
"2026","5","Warren","Stony Creek","New Lake","Spring","410","Brown Trout","8 inches"
"2026","5","Essex","Ticonderoga","Clear Pond","Spring","360","Brown Trout","8 inches"
"2026","5","Essex","Ticonderoga","Clear Pond","Spring","420","Rainbow Trout","8 inches"
"2026","5","Essex","Ticonderoga","Gooseneck Pond","Spring","730","Rainbow Trout","8 inches"
"2026","5","Essex","Ticonderoga","Lost Pond","Spring","450","Brown Trout","8 inches"
"2026","5","Essex","Ticonderoga","Lost Pond","Spring","1,040","Rainbow Trout","8 inches"
"2026","5","Hamilton","Wells","Elbow Creek Reservoir","June","220","Brook Trout","8 inches"
"2026","5","Hamilton","Wells","Mill Creek","May - first week","60","Brown Trout","12 -15 inches"
"2026","5","Hamilton","Wells","Mill Creek","May - first week","520","Brown Trout","9 - 10 inches"
"2026","5","Hamilton","Wells","Sacandaga River","May - second week","490","Brown Trout","12 -15 inches"
"2026","5","Hamilton","Wells","Sacandaga River","May - second week","3,990","Brown Trout","9 - 10 inches"
"2026","5","Hamilton","Wells","Sacandaga River - West Branch","May - second week","120","Rainbow Trout","12 -14 inches"
"2026","5","Hamilton","Wells","Sacandaga River - West Branch","May - second week","1,100","Rainbow Trout","9 - 10 inches"
"2026","5","Essex","Westport","Westport Club Pond","Spring","100","Rainbow Trout","8 inches"
"2026","5","Essex","Westport","Westport Reservoir 1","Spring","110","Brook Trout","8 inches"
"2026","5","Essex","Westport","Westport Reservoir 2","Spring","110","Brook Trout","8 inches"
"2026","5","Washington","Whitehall","Mettawee River","April - fourth week","260","Brown Trout","12 -15 inches"
"2026","5","Washington","Whitehall","Mettawee River","April - fourth week","2,090","Rainbow Trout","9 - 10 inches"
"2026","5","Washington","Whitehall","Mettawee River","April - second week","260","Brown Trout","12 -15 inches"
"2026","5","Washington","Whitehall","Mettawee River","April - second week","2,090","Rainbow Trout","9 - 10 inches"
"2026","5","Washington","Whitehall","Mettawee River","May - fourth week","260","Brown Trout","12 -15 inches"
"2026","5","Washington","Whitehall","Mettawee River","May - fourth week","2,090","Rainbow Trout","9 - 10 inches"
"2026","5","Washington","Whitehall","Mettawee River","May - second week","260","Brown Trout","12 -15 inches"
"2026","5","Washington","Whitehall","Mettawee River","May - second week","2,090","Rainbow Trout","9 - 10 inches"
"2026","5","Essex","Willsboro","Willsboro Club Pond 1","Spring","100","Rainbow Trout","8 inches"
"2026","5","Essex","Willsboro","Willsboro Club Pond 2","Spring","90","Brown Trout","8 inches"
"2026","5","Essex","Willsboro","Willsboro Club Pond 2","Spring","100","Rainbow Trout","8 inches"
"2026","5","Essex","Wilmington","Ausable River - West Branch","April - third week","310","Brown Trout","12 -15 inches"
"2026","5","Essex","Wilmington","Ausable River - West Branch","April - third week","2,250","Brown Trout","9 - 10 inches"
"2026","5","Essex","Wilmington","Ausable River - West Branch","June - first week","310","Brown Trout","12 -15 inches"
"2026","5","Essex","Wilmington","Ausable River - West Branch","June - first week","2,250","Brown Trout","9 - 10 inches"
"2026","5","Essex","Wilmington","Ausable River - West Branch","May - first week","310","Brown Trout","12 -15 inches"
"2026","5","Essex","Wilmington","Ausable River - West Branch","May - first week","2,250","Brown Trout","9 - 10 inches"
"2026","5","Essex","Wilmington","Ausable River - West Branch","May - third week","310","Brown Trout","12 -15 inches"
"2026","5","Essex","Wilmington","Ausable River - West Branch","May - third week","2,250","Brown Trout","9 - 10 inches"
"2026","5","Essex","Wilmington","Winch Pond","Spring","230","Brown Trout","8 inches"
"2026","5","Saratoga","Wilton","Snook Kill","March - fourth week","20","Brown Trout","12 -15 inches"
"2026","5","Saratoga","Wilton","Snook Kill","March - fourth week","160","Brown Trout","9 - 10 inches"
"2026","6","Jefferson","Adams","Sandy Creek North Branch","May - first week","40","Brown Trout","12 -15 inches"
"2026","6","Jefferson","Adams","Sandy Creek North Branch","May - first week","310","Brown Trout","9 - 10 inches"
"2026","6","Jefferson","Adams","Sandy Creek","May - first week","150","Brown Trout","12 -15 inches"
"2026","6","Jefferson","Adams","Sandy Creek","May - first week","1,210","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Annsville","Fish Creek East Branch","May - second week","240","Brown Trout","12 -15 inches"
"2026","6","Oneida","Annsville","Fish Creek East Branch","May - second week","1,970","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Annsville, Camden","Fish Creek West Branch","April - second week","550","Brown Trout","12 -15 inches"
"2026","6","Oneida","Annsville, Camden","Fish Creek West Branch","April - second week","4,590","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Ava, Lee","Point Rock Creek","May - first week","120","Brown Trout","12 -15 inches"
"2026","6","Oneida","Ava, Lee","Point Rock Creek","May - first week","1,020","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Boonville, Forestport","Black River","May - second week","430","Brown Trout","12 -15 inches"
"2026","6","Oneida","Boonville, Forestport","Black River","May - second week","3,570","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Camden","Fish Creek West Branch","April - third week","160","Brown Trout","12 -15 inches"
"2026","6","Oneida","Camden","Fish Creek West Branch","April - third week","1,300","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Camden","Fish Creek West Branch","May - first week","130","Brown Trout","12 -15 inches"
"2026","6","Oneida","Camden","Fish Creek West Branch","May - first week","1,040","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Camden","Mad River","April - fourth week","40","Brown Trout","12 -15 inches"
"2026","6","Oneida","Camden","Mad River","April - fourth week","360","Brown Trout","9 - 10 inches"
"2026","6","Jefferson","Champion","Felts Mills Creek","May - first week","340","Brook Trout","9 - 10 inches"
"2026","6","Jefferson","Champion","Townsend Creek","May - first week","350","Brook Trout","9 - 10 inches"
"2026","6","St Lawrence","Clare","Grass River South Branch","May - second week","270","Brown Trout","12 -15 inches"
"2026","6","St Lawrence","Clare","Grass River South Branch","May - second week","2,260","Brown Trout","9 - 10 inches"
"2026","6","St Lawrence","Clifton","Oswegatchie River","May - third week","290","Brown Trout","12 -15 inches"
"2026","6","St Lawrence","Clifton","Oswegatchie River","May - third week","2,380","Brown Trout","9 - 10 inches"
"2026","6","Herkimer","Columbia, Winfield","Unadilla River","April - first week","30","Brown Trout","12 -15 inches"
"2026","6","Herkimer","Columbia, Winfield","Unadilla River","April - first week","240","Brown Trout","9 - 10 inches"
"2026","6","Lewis","Croghan","Indian River","May - first week","440","Brook Trout","9 - 10 inches"
"2026","6","Lewis","Croghan","Long Pond","May","1,650","Brook Trout","8 inches"
"2026","6","Lewis","Croghan","Mud Pond","Early May","1,100","Brook Trout","8 inches"
"2026","6","Lewis","Croghan","Oswegatchie River West Branch","May - second week","1,320","Brook Trout","9 - 10 inches"
"2026","6","Lewis","Croghan","Rock Pond","Early May","330","Brook Trout","8 inches"
"2026","6","Lewis","Croghan","Trout Lake","Early May","660","Brook Trout","8 inches"
"2026","6","Lewis","Diana","Bonaparte Lake","Spring","3,060","Brown Trout","8 inches"
"2026","6","Lewis","Diana","Oswegatchie River West Branch","May - second week","1,400","Brook Trout","9 - 10 inches"
"2026","6","Lewis","Diana","Quarry Pond","May","210","Rainbow Trout","8 inches"
"2026","6","Jefferson","Ellisburg","Lake Ontario","Mid May","10,600","Brown Trout","8 inches"
"2026","6","Herkimer","Fairfield, Herkimer","West Canada Creek","April - third week","460","Brown Trout","12 -15 inches"
"2026","6","Herkimer","Fairfield, Herkimer","West Canada Creek","April - third week","3,860","Brown Trout","9 - 10 inches"
"2026","6","Herkimer","Fairfield, Newport","West Canada Creek","April - fourth week","410","Brown Trout","12 -15 inches"
"2026","6","Herkimer","Fairfield, Newport","West Canada Creek","April - fourth week","3,420","Brown Trout","9 - 10 inches"
"2026","6","Herkimer","Fairfield, Newport","West Canada Creek","April - second week","410","Brown Trout","12 -15 inches"
"2026","6","Herkimer","Fairfield, Newport","West Canada Creek","April - second week","3,420","Brown Trout","9 - 10 inches"
"2026","6","Herkimer","Fairfield, Newport","West Canada Creek","May - fourth week","410","Brown Trout","12 -15 inches"
"2026","6","Herkimer","Fairfield, Newport","West Canada Creek","May - fourth week","3,420","Brown Trout","9 - 10 inches"
"2026","6","Herkimer","Fairfield, Newport","West Canada Creek","May - second week","410","Brown Trout","12 -15 inches"
"2026","6","Herkimer","Fairfield, Newport","West Canada Creek","May - second week","3,420","Brown Trout","9 - 10 inches"
"2026","6","St Lawrence","Fine","Little River","May - first week","1,540","Brook Trout","9 - 10 inches"
"2026","6","St Lawrence","Fine","Little River","May - first week","130","Brown Trout","12 -15 inches"
"2026","6","St Lawrence","Fine","Little River","May - first week","1,080","Brown Trout","9 - 10 inches"
"2026","6","St Lawrence","Fine","Oswegatchie River","May - third week","650","Brook Trout","9 - 10 inches"
"2026","6","St Lawrence","Fine","Star Lake","Spring","2,080","Rainbow Trout","8 inches"
"2026","6","St Lawrence","Fine","Sucker Lake","May","450","Brown Trout","8 inches"
"2026","6","Oneida","Forestport","Black River","May - second week","600","Brown Trout","12 -15 inches"
"2026","6","Oneida","Forestport","Black River","May - second week","5,000","Brown Trout","9 - 10 inches"
"2026","6","St Lawrence","Fowler","Sylvia Lake","May","3,120","Rainbow Trout","8 inches"
"2026","6","Lewis","Greig","Otter Creek","May - third week","90","Brown Trout","12 -15 inches"
"2026","6","Lewis","Greig","Otter Creek","May - third week","780","Brown Trout","9 - 10 inches"
"2026","6","Jefferson","Henderson","Lake Ontario","Mid May","72,930","Brown Trout","8 inches"
"2026","6","Lewis","High Market","Alder Creek","May - third week","160","Brown Trout","12 -15 inches"
"2026","6","Lewis","High Market","Alder Creek","May - third week","1,320","Brown Trout","9 - 10 inches"
"2026","6","St Lawrence","Hopkinton","Hopkinton Brook","April - first week","40","Brown Trout","12 -15 inches"
"2026","6","St Lawrence","Hopkinton","Hopkinton Brook","April - first week","370","Brown Trout","9 - 10 inches"
"2026","6","St Lawrence","Hopkinton","Ozonia Lake","Spring","3,120","Rainbow Trout","8 inches"
"2026","6","St Lawrence","Hopkinton","St. Regis River","May - first week","140","Brown Trout","12 -15 inches"
"2026","6","St Lawrence","Hopkinton","St. Regis River","May - first week","1,150","Rainbow Trout","9 - 10 inches"
"2026","6","Oneida","Kirkland","Oriskany Creek","April - second week","120","Brown Trout","12 -15 inches"
"2026","6","Oneida","Kirkland","Oriskany Creek","April - second week","1,000","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Kirkland, Marshall","Oriskany Creek","April - third week","260","Brown Trout","12 -15 inches"
"2026","6","Oneida","Kirkland, Marshall","Oriskany Creek","April - third week","2,130","Brown Trout","9 - 10 inches"
"2026","6","St Lawrence","Lawrence, Hopkinton","St. Regis River","May - first week","410","Brown Trout","12 -15 inches"
"2026","6","St Lawrence","Lawrence, Hopkinton","St. Regis River","May - first week","3,330","Rainbow Trout","9 - 10 inches"
"2026","6","Jefferson","Le Ray","Remington Pond","May - first week","1,100","Brook Trout","8 inches"
"2026","6","Lewis","Lewis","Fish Creek East Branch","May - first week","160","Brown Trout","12 -15 inches"
"2026","6","Lewis","Lewis","Fish Creek East Branch","May - first week","1,390","Brown Trout","9 - 10 inches"
"2026","6","Lewis","Lewis","Fish Creek East Branch","May - second week","120","Brown Trout","12 -15 inches"
"2026","6","Lewis","Lewis","Fish Creek East Branch","May - second week","1,030","Brown Trout","9 - 10 inches"
"2026","6","Lewis","Lewis","Point Rock Creek","April - fourth week","40","Brown Trout","12 -15 inches"
"2026","6","Lewis","Lewis","Point Rock Creek","April - fourth week","330","Brown Trout","9 - 10 inches"
"2026","6","Lewis","Leyden, Lyonsdale","Black River","May - second week","1,010","Brown Trout","12 -15 inches"
"2026","6","Lewis","Leyden, Lyonsdale","Black River","May - second week","8,380","Brown Trout","9 - 10 inches"
"2026","6","Lewis","Lowville","Forestry Pond","May - June","260","Rainbow Trout","8 inches"
"2026","6","Lewis","Lyonsdale","Moose River","May - second week","1,680","Brook Trout","9 - 10 inches"
"2026","6","Herkimer","Manheim","Beardsley Lake","Spring","3,620","Rainbow Trout","8 inches"
"2026","6","Oneida","Marcy, Trenton","Ninemile Creek","April - first week","400","Brown Trout","12 -15 inches"
"2026","6","Oneida","Marcy, Trenton","Ninemile Creek","April - first week","3,220","Rainbow Trout","9 - 10 inches"
"2026","6","Lewis","Montague","Deer River West Branch","May - second week","700","Brook Trout","9 - 10 inches"
"2026","6","Oneida","New Hartford","Sauquoit Creek","April - second week","300","Brown Trout","12 -15 inches"
"2026","6","Oneida","New Hartford","Sauquoit Creek","April - second week","2,440","Brown Trout","9 - 10 inches"
"2026","6","Herkimer","Ohio","West Canada Creek","April - fourth week","2,660","Brook Trout","9 - 10 inches"
"2026","6","Oneida","Paris","Sauquoit Creek","April - second week","20","Brown Trout","12 -15 inches"
"2026","6","Oneida","Paris","Sauquoit Creek","April - second week","160","Brown Trout","9 - 10 inches"
"2026","6","St Lawrence","Parishville","Parishville Reservoir","May","1,350","Brown Trout","8 inches"
"2026","6","St Lawrence","Parishville, Stockholm","St. Regis River - West Branch","May - first week","300","Brown Trout","12 -15 inches"
"2026","6","St Lawrence","Parishville, Stockholm","St. Regis River - West Branch","May - first week","2,460","Brown Trout","9 - 10 inches"
"2026","6","St Lawrence","Piercefield","Bog River","May - third week","660","Brook Trout","9 - 10 inches"
"2026","6","Oneida","Rome","Mohawk River","April - first week","200","Brown Trout","12 -15 inches"
"2026","6","Oneida","Rome","Mohawk River","April - first week","1,700","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Rome","Mohawk River","April - third week","200","Brown Trout","12 -15 inches"
"2026","6","Oneida","Rome","Mohawk River","April - third week","1,700","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Rome","Mohawk River","May - first week","200","Brown Trout","12 -15 inches"
"2026","6","Oneida","Rome","Mohawk River","May - first week","1,700","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Rome","Mohawk River","May - third week","200","Brown Trout","12 -15 inches"
"2026","6","Oneida","Rome","Mohawk River","May - third week","1,700","Brown Trout","9 - 10 inches"
"2026","6","St Lawrence","Russel","Plumb Brook","May - second week","90","Brown Trout","12 -15 inches"
"2026","6","St Lawrence","Russel","Plumb Brook","May - second week","780","Brown Trout","9 - 10 inches"
"2026","6","St Lawrence","Russell","Grass River","May - second week","150","Brown Trout","12 -15 inches"
"2026","6","St Lawrence","Russell","Grass River","May - second week","1,290","Brown Trout","9 - 10 inches"
"2026","6","St Lawrence","Russell","Plumb Brook","May - second week","180","Brown Trout","12 -15 inches"
"2026","6","St Lawrence","Russell","Plumb Brook","May - second week","1,520","Brown Trout","9 - 10 inches"
"2026","6","Herkimer","Russia","Prospect Reservoir","Spring","3,060","Brown Trout","8 inches"
"2026","6","Jefferson","Rutland","Felts Mills Creek","May - first week","380","Brook Trout","9 - 10 inches"
"2026","6","Herkimer","Salisbury","Spruce Creek","April - third week","90","Brown Trout","12 -15 inches"
"2026","6","Herkimer","Salisbury","Spruce Creek","April - third week","730","Brown Trout","9 - 10 inches"
"2026","6","Herkimer","Stark","Otsquago Creek","April - first week","60","Brown Trout","12 -15 inches"
"2026","6","Herkimer","Stark","Otsquago Creek","April - first week","460","Rainbow Trout","9 - 10 inches"
"2026","6","St Lawrence","Stockholm","Trout Brook","April - first week","40","Brown Trout","12 -15 inches"
"2026","6","St Lawrence","Stockholm","Trout Brook","April - first week","310","Brown Trout","9 - 10 inches"
"2026","6","Jefferson","Theresa","Millsite Lake","Spring","520","Rainbow Trout","8 inches"
"2026","6","Oneida","Trenton","Hinckley Reservoir","Early May","5,200","Rainbow Trout","8 inches"
"2026","6","Oneida","Trenton","West Canada Creek","April - fourth week","60","Brown Trout","12 -15 inches"
"2026","6","Oneida","Trenton","West Canada Creek","April - fourth week","490","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Trenton","West Canada Creek","April - second week","60","Brown Trout","12 -15 inches"
"2026","6","Oneida","Trenton","West Canada Creek","April - second week","490","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Trenton","West Canada Creek","May - fourth week","60","Brown Trout","12 -15 inches"
"2026","6","Oneida","Trenton","West Canada Creek","May - fourth week","490","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Trenton","West Canada Creek","May - second week","60","Brown Trout","12 -15 inches"
"2026","6","Oneida","Trenton","West Canada Creek","May - second week","490","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Trenton, Deerfield","West Canada Creek","April - fourth week","250","Brown Trout","12 -15 inches"
"2026","6","Oneida","Trenton, Deerfield","West Canada Creek","April - fourth week","2,070","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Trenton, Deerfield","West Canada Creek","April - second week","250","Brown Trout","12 -15 inches"
"2026","6","Oneida","Trenton, Deerfield","West Canada Creek","April - second week","2,070","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Trenton, Deerfield","West Canada Creek","May - fourth week","250","Brown Trout","12 -15 inches"
"2026","6","Oneida","Trenton, Deerfield","West Canada Creek","May - fourth week","2,070","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Trenton, Deerfield","West Canada Creek","May - second week","250","Brown Trout","12 -15 inches"
"2026","6","Oneida","Trenton, Deerfield","West Canada Creek","May - second week","2,070","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Vernon","Oneida Creek","April - second week","30","Brown Trout","12 -15 inches"
"2026","6","Oneida","Vernon","Oneida Creek","April - second week","240","Brown Trout","9 - 10 inches"
"2026","6","Oneida","Vernon","Sconondoa Creek","April - first week","60","Brown Trout","12 -15 inches"
"2026","6","Oneida","Vernon","Sconondoa Creek","April - first week","500","Brown Trout","9 - 10 inches"
"2026","6","Jefferson","Watertown","Black River","May - first week","450","Brown Trout","12 -15 inches"
