"Year","DEC Region","County","Town","Waterbody","Date","Number","Species Name","Size (inches )"
"2026","4","Delaware","Delhi","Delaware River West Branch","May - first week","210","Brown Trout","12 -15 inches"
"2026","4","Delaware","Delhi","Delaware River West Branch","May - first week","1,710","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Delhi","Delaware River West Branch","May - third week","210","Brown Trout","12 -15 inches"
"2026","4","Delaware","Delhi","Delaware River West Branch","May - third week","1,710","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Delhi","Little Delaware River","April - first week","30","Brown Trout","12 -15 inches"
"2026","4","Delaware","Delhi","Little Delaware River","April - first week","230","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Deposit and Tompkins","Cannonsville Reservoir","Early May","6,760","Brown Trout","8 inches"
"2026","4","Rensselaer","East Greenbush","Town Park Pond","April - May","520","Rainbow Trout","8 inches"
"2026","4","Otsego","Edmestom","Wharton Creek","April - second week","350","Brown Trout","12 -15 inches"
"2026","4","Otsego","Edmestom","Wharton Creek","April - second week","2,930","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Franklin","Ouleout Creek","April - first week","140","Brown Trout","12 -15 inches"
"2026","4","Delaware","Franklin","Ouleout Creek","April - first week","1,140","Brown Trout","9 - 10 inches"
"2026","4","Schoharie","Fulton","Mallet Pond","Early May","200","Brown Trout","8 inches"
"2026","4","Schoharie","Fulton","Mallet Pond","Early May","230","Rainbow Trout","8 inches"
"2026","4","Columbia","Gallatin","Roeliff Jansen Kill","April - second week","200","Brown Trout","12 -15 inches"
"2026","4","Columbia","Gallatin","Roeliff Jansen Kill","April - second week","1,650","Brown Trout","9 - 10 inches"
"2026","4","Rensselaer","Grafton","Long Pond","June","1,800","Brown Trout","8 inches"
"2026","4","Rensselaer","Grafton","Second Pond","June","450","Brown Trout","8 inches"
"2026","4","Rensselaer","Grafton","Shaver Pond","Spring","620","Rainbow Trout","8 inches"
"2026","4","Greene","Greenville","Basic Creek","April - first week","60","Brown Trout","12 -15 inches"
"2026","4","Greene","Greenville","Basic Creek","April - first week","470","Rainbow Trout","9 - 10 inches"
"2026","4","Delaware","Hamden, Walton","Delaware River West Branch","April - first week","170","Brown Trout","12 -15 inches"
"2026","4","Delaware","Hamden, Walton","Delaware River West Branch","April - first week","1,410","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Hamden, Walton","Delaware River West Branch","April - third week","170","Brown Trout","12 -15 inches"
"2026","4","Delaware","Hamden, Walton","Delaware River West Branch","April - third week","1,410","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Hamden, Walton","Delaware River West Branch","May - first week","170","Brown Trout","12 -15 inches"
"2026","4","Delaware","Hamden, Walton","Delaware River West Branch","May - first week","1,410","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Hamden, Walton","Delaware River West Branch","May - third week","170","Brown Trout","12 -15 inches"
"2026","4","Delaware","Hamden, Walton","Delaware River West Branch","May - third week","1,410","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Harpersfield","Delaware River West Branch","April - first week","80","Brown Trout","12 -15 inches"
"2026","4","Delaware","Harpersfield","Delaware River West Branch","April - first week","680","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Harpersfield","Delaware River West Branch","April - third week","80","Brown Trout","12 -15 inches"
"2026","4","Delaware","Harpersfield","Delaware River West Branch","April - third week","680","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Harpersfield","Delaware River West Branch","May - first week","80","Brown Trout","12 -15 inches"
"2026","4","Delaware","Harpersfield","Delaware River West Branch","May - first week","680","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Harpersfield","Delaware River West Branch","May - third week","80","Brown Trout","12 -15 inches"
"2026","4","Delaware","Harpersfield","Delaware River West Branch","May - third week","680","Brown Trout","9 - 10 inches"
"2026","4","Rensselaer","Hartwick","Arnold Lake","June","360","Brown Trout","8 inches"
"2026","4","Rensselaer","Hartwick","Arnold Lake","June","420","Rainbow Trout","8 inches"
"2026","4","Otsego","Hartwick","Otego Creek","April - second week","150","Brown Trout","12 -15 inches"
"2026","4","Otsego","Hartwick","Otego Creek","April - second week","1,230","Brown Trout","9 - 10 inches"
"2026","4","Rensselaer","Hoosick","Walloomsac River","March - third week","540","Brown Trout","12 -15 inches"
"2026","4","Rensselaer","Hoosick","Walloomsac River","March - third week","4,370","Rainbow Trout","9 - 10 inches"
"2026","4","Greene","Jewett","Colgate Lake","April","630","Brown Trout","8 inches"
"2026","4","Greene","Jewett","Colgate Lake","Mid April","120","Brown Trout","12 -15 inches"
"2026","4","Greene","Jewett","East Kill","April - second week","220","Brown Trout","12 -15 inches"
"2026","4","Greene","Jewett","East Kill","April - second week","2,470","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Kortright","Delaware River West Branch","April - first week","30","Brown Trout","12 -15 inches"
"2026","4","Delaware","Kortright","Delaware River West Branch","April - first week","220","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Kortright","Delaware River West Branch","April - third week","30","Brown Trout","12 -15 inches"
"2026","4","Delaware","Kortright","Delaware River West Branch","April - third week","220","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Kortright","Delaware River West Branch","May - first week","30","Brown Trout","12 -15 inches"
"2026","4","Delaware","Kortright","Delaware River West Branch","May - first week","220","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Kortright","Delaware River West Branch","May - third week","30","Brown Trout","12 -15 inches"
"2026","4","Delaware","Kortright","Delaware River West Branch","May - third week","220","Brown Trout","9 - 10 inches"
"2026","4","Otsego","Laurens","Otego Creek","April - second week","110","Brown Trout","12 -15 inches"
"2026","4","Otsego","Laurens","Otego Creek","April - second week","900","Brown Trout","9 - 10 inches"
"2026","4","Greene","Lexington","Schoharie Creek","April - first week","1,520","Brown Trout","12 -15 inches"
"2026","4","Greene","Lexington","Schoharie Creek","April - first week","12,620","Brown Trout","9 - 10 inches"
"2026","4","Greene","Lexington","West Kill","April - first week","60","Brown Trout","12 -15 inches"
"2026","4","Greene","Lexington","West Kill","April - first week","460","Brown Trout","9 - 10 inches"
"2026","4","Otsego","Maryland","Elk Brook","April - second week","140","Brown Trout","12 -15 inches"
"2026","4","Otsego","Maryland","Elk Brook","April - second week","1,200","Brown Trout","9 - 10 inches"
"2026","4","Otsego","Maryland","Schenevus Creek","April - second week","350","Brown Trout","12 -15 inches"
"2026","4","Otsego","Maryland","Schenevus Creek","April - second week","2,900","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Middletown","Delaware River East Branch","April - fourth week","140","Brown Trout","12 -15 inches"
"2026","4","Delaware","Middletown","Delaware River East Branch","April - fourth week","1,600","Brown Trout","9 - 10 inches"
"2026","4","Rensselaer","Nassau","Kinderhook Creek","April - first week","260","Brown Trout","12 -15 inches"
"2026","4","Rensselaer","Nassau","Kinderhook Creek","April - first week","2,160","Brown Trout","9 - 10 inches"
"2026","4","Rensselaer","Nassau","Kinderhook Creek","April - third week","260","Brown Trout","12 -15 inches"
"2026","4","Rensselaer","Nassau","Kinderhook Creek","April - third week","2,160","Brown Trout","9 - 10 inches"
"2026","4","Rensselaer","Nassau","Kinderhook Creek","March - third week","260","Brown Trout","12 -15 inches"
"2026","4","Rensselaer","Nassau","Kinderhook Creek","March - third week","2,160","Brown Trout","9 - 10 inches"
"2026","4","Rensselaer","Nassau","Kinderhook Creek","May - first week","260","Brown Trout","12 -15 inches"
"2026","4","Rensselaer","Nassau","Kinderhook Creek","May - first week","2,160","Brown Trout","9 - 10 inches"
"2026","4","Columbia","New Lebanon","Kinderhook Creek","April - first week","100","Rainbow Trout","12 -14 inches"
"2026","4","Columbia","New Lebanon","Kinderhook Creek","April - first week","900","Rainbow Trout","9 - 10 inches"
"2026","4","Columbia","New Lebanon","Kinderhook Creek","April - third week","100","Rainbow Trout","12 -14 inches"
"2026","4","Columbia","New Lebanon","Kinderhook Creek","April - third week","900","Rainbow Trout","9 - 10 inches"
"2026","4","Columbia","New Lebanon","Kinderhook Creek","March - third week","100","Rainbow Trout","12 -14 inches"
"2026","4","Columbia","New Lebanon","Kinderhook Creek","March - third week","900","Rainbow Trout","9 - 10 inches"
"2026","4","Columbia","New Lebanon","Kinderhook Creek","May - first week","100","Rainbow Trout","12 -14 inches"
"2026","4","Columbia","New Lebanon","Kinderhook Creek","May - first week","900","Rainbow Trout","9 - 10 inches"
"2026","4","Otsego","New Lisbon","Gilbert Lake","Spring","120","Brown Trout","12 -15 inches"
"2026","4","Otsego","New Lisbon","Gilbert Lake","Spring","620","Rainbow Trout","8 inches"
"2026","4","Albany","New Scotland","Vly Creek","March - third week","30","Brown Trout","12 -15 inches"
"2026","4","Albany","New Scotland","Vly Creek","March - third week","220","Brown Trout","9 - 10 inches"
"2026","4","Schenectady","Niskayuna","Lisha Kill","March - third week","60","Brown Trout","12 -15 inches"
"2026","4","Schenectady","Niskayuna","Lisha Kill","March - third week","500","Brown Trout","9 - 10 inches"
"2026","4","Rensselaer","Poestenkill","Poesten Kill","April - second week","240","Brown Trout","12 -15 inches"
"2026","4","Rensselaer","Poestenkill","Poesten Kill","April - second week","1,950","Brown Trout","9 - 10 inches"
"2026","4","Greene","Rensselaerville","Catskill Creek","April - first week","20","Brown Trout","12 -15 inches"
"2026","4","Greene","Rensselaerville","Catskill Creek","April - first week","190","Brown Trout","9 - 10 inches"
"2026","4","Greene","Rensselaerville","Catskill Creek","April - third week","20","Brown Trout","12 -15 inches"
"2026","4","Greene","Rensselaerville","Catskill Creek","April - third week","190","Brown Trout","9 - 10 inches"
"2026","4","Greene","Rensselaerville","Catskill Creek","May - first week","20","Brown Trout","12 -15 inches"
"2026","4","Greene","Rensselaerville","Catskill Creek","May - first week","190","Brown Trout","9 - 10 inches"
"2026","4","Greene","Rensselaerville","Catskill Creek","May - third week","20","Brown Trout","12 -15 inches"
"2026","4","Greene","Rensselaerville","Catskill Creek","May - third week","190","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Sidney","Ouleout Creek","April - first week","120","Brown Trout","12 -15 inches"
"2026","4","Delaware","Sidney","Ouleout Creek","April - first week","980","Brown Trout","9 - 10 inches"
"2026","4","Rensselaer","Stephentown","Kinderhook Creek","April - first week","60","Brown Trout","12 -15 inches"
"2026","4","Rensselaer","Stephentown","Kinderhook Creek","April - first week","470","Brown Trout","9 - 10 inches"
"2026","4","Rensselaer","Stephentown","Kinderhook Creek","April - third week","60","Brown Trout","12 -15 inches"
"2026","4","Rensselaer","Stephentown","Kinderhook Creek","April - third week","470","Brown Trout","9 - 10 inches"
"2026","4","Rensselaer","Stephentown","Kinderhook Creek","March - third week","60","Brown Trout","12 -15 inches"
"2026","4","Rensselaer","Stephentown","Kinderhook Creek","March - third week","470","Brown Trout","9 - 10 inches"
"2026","4","Rensselaer","Stephentown","Kinderhook Creek","May - first week","60","Brown Trout","12 -15 inches"
"2026","4","Rensselaer","Stephentown","Kinderhook Creek","May - first week","470","Brown Trout","9 - 10 inches"
"2026","4","Delaware","Tompkins","Launt Pond","April","770","Brook Trout","8 inches"
"2026","4","Albany","Westerlo","Basic Creek","April - first week","30","Brown Trout","12 -15 inches"
"2026","4","Albany","Westerlo","Basic Creek","April - first week","220","Rainbow Trout","9 - 10 inches"
"2026","5","Clinton","Altona","Altona School Pond","Spring","210","Rainbow Trout","8 inches"
"2026","5","Clinton","Altona, E'burg, Moores","Great Chazy River North Branch","April - fourth week","70","Brown Trout","12 -15 inches"
"2026","5","Clinton","Altona, E'burg, Moores","Great Chazy River North Branch","April - fourth week","580","Brown Trout","9 - 10 inches"
"2026","5","Clinton","Altona, E'burg, Moores","Great Chazy River North Branch","April - second week","70","Brown Trout","12 -15 inches"
"2026","5","Clinton","Altona, E'burg, Moores","Great Chazy River North Branch","April - second week","580","Brown Trout","9 - 10 inches"
"2026","5","Clinton","Altona, E'burg, Moores","Great Chazy River North Branch","May - fourth week","70","Brown Trout","12 -15 inches"
"2026","5","Clinton","Altona, E'burg, Moores","Great Chazy River North Branch","May - fourth week","580","Brown Trout","9 - 10 inches"
"2026","5","Clinton","Altona, E'burg, Moores","Great Chazy River North Branch","May - second week","70","Brown Trout","12 -15 inches"
"2026","5","Clinton","Altona, E'burg, Moores","Great Chazy River North Branch","May - second week","580","Brown Trout","9 - 10 inches"
"2026","5","Franklin","Bellmont","Drain Pond","Spring","160","Rainbow Trout","8 inches"
"2026","5","Hamilton","Benson","Woods Lake","Spring","620","Rainbow Trout","8 inches"
"2026","5","Clinton","Black Brook","Military Pond","Spring","590","Brown Trout","8 inches"
"2026","5","Clinton","Black Brook","Mud Pond","Spring","900","Brown Trout","8 inches"
"2026","5","Clinton","Black Brook","Saranac River","April - fourth week","100","Brown Trout","12 -15 inches"
"2026","5","Clinton","Black Brook","Saranac River","April - fourth week","830","Brown Trout","9 - 10 inches"
"2026","5","Clinton","Black Brook","Saranac River","June - second week","90","Rainbow Trout","12 -14 inches"
"2026","5","Clinton","Black Brook","Saranac River","June - second week","810","Rainbow Trout","9 - 10 inches"
"2026","5","Clinton","Black Brook","Saranac River","May - fourth week","100","Brown Trout","12 -15 inches"
"2026","5","Clinton","Black Brook","Saranac River","May - fourth week","830","Brown Trout","9 - 10 inches"
"2026","5","Clinton","Black Brook","Saranac River","May - second week","90","Rainbow Trout","12 -14 inches"
"2026","5","Clinton","Black Brook","Saranac River","May - second week","810","Rainbow Trout","9 - 10 inches"
"2026","5","Clinton","Black Brook and Saranac","Saranac River North Branch","April - third week","430","Brown Trout","12 -15 inches"
"2026","5","Clinton","Black Brook and Saranac","Saranac River North Branch","April - third week","3,560","Brown Trout","9 - 10 inches"
"2026","5","Warren","Bolton, Brant Lake, Chester, Horicon","Schroon River","April - third week","110","Brown Trout","12 -15 inches"
"2026","5","Warren","Bolton, Brant Lake, Chester, Horicon","Schroon River","April - third week","900","Brown Trout","9 - 10 inches"
"2026","5","Warren","Bolton, Brant Lake, Chester, Horicon","Schroon River","June - first week","110","Brown Trout","12 -15 inches"
"2026","5","Warren","Bolton, Brant Lake, Chester, Horicon","Schroon River","June - first week","900","Brown Trout","9 - 10 inches"
"2026","5","Warren","Bolton, Brant Lake, Chester, Horicon","Schroon River","May - first week","110","Brown Trout","12 -15 inches"
"2026","5","Warren","Bolton, Brant Lake, Chester, Horicon","Schroon River","May - first week","900","Brown Trout","9 - 10 inches"
"2026","5","Warren","Bolton, Brant Lake, Chester, Horicon","Schroon River","May - third week","110","Brown Trout","12 -15 inches"
"2026","5","Warren","Bolton, Brant Lake, Chester, Horicon","Schroon River","May - third week","900","Brown Trout","9 - 10 inches"
"2026","5","Franklin","Brandon","Deer River","May - first week","290","Brown Trout","12 -15 inches"
"2026","5","Franklin","Brandon","Deer River","May - first week","2,430","Brown Trout","9 - 10 inches"
"2026","5","Franklin","Brighton","Deer Pond","Spring","230","Brown Trout","8 inches"
"2026","5","Fulton","Caroga","Canada Lake","Spring","1,860","Rainbow Trout","8 inches"
"2026","5","Fulton","Caroga","East Caroga Lake","Spring","1,250","Rainbow Trout","8 inches"
"2026","5","Franklin","Chateaugay","Chateaugay River","April - third week","110","Rainbow Trout","12 -14 inches"
"2026","5","Franklin","Chateaugay","Chateaugay River","April - third week","1,000","Rainbow Trout","9 - 10 inches"
"2026","5","Franklin","Chateaugay","Chateaugay River","June - first week","130","Brown Trout","12 -15 inches"
"2026","5","Franklin","Chateaugay","Chateaugay River","June - first week","1,010","Brown Trout","9 - 10 inches"
"2026","5","Franklin","Chateaugay","Chateaugay River","May - first week","130","Brown Trout","12 -15 inches"
"2026","5","Franklin","Chateaugay","Chateaugay River","May - first week","1,010","Brown Trout","9 - 10 inches"
"2026","5","Franklin","Chateaugay","Chateaugay River","May - third week","110","Rainbow Trout","12 -14 inches"
"2026","5","Franklin","Chateaugay","Chateaugay River","May - third week","1,000","Rainbow Trout","9 - 10 inches"
"2026","5","Franklin","Chateaugay-Bellmont","Chateaugay River","April - third week","270","Brown Trout","12 -15 inches"
"2026","5","Franklin","Chateaugay-Bellmont","Chateaugay River","April - third week","2,240","Brown Trout","9 - 10 inches"
"2026","5","Warren","Chester","Palmer Pond","Spring","270","Brown Trout","8 inches"
"2026","5","Warren","Chester, Minerva","Clear Pond","Spring","280","Rainbow Trout","8 inches"
"2026","5","Saratoga","Corinth","Corinth Reservoir Ponds","April","100","Rainbow Trout","8 inches"
"2026","5","Saratoga","Corinth","Corinth Reservoir Ponds","March","310","Rainbow Trout","8 inches"
"2026","5","Saratoga","Corinth","Upper Corinth Reservoir","Spring","310","Rainbow Trout","8 inches"
"2026","5","Essex","Crown Point, Ticonderoga","Eagle Lake","Spring","4,140","Brown Trout","8 inches"
"2026","5","Clinton","Dannemora","Chazy Lake","Spring","8,010","Rainbow Trout","8 inches"
"2026","5","Saratoga","Day","Great Sacandaga Lake","Mid March","12,480","Rainbow Trout","8 inches"
"2026","5","Franklin","Dickinson","St. Regis River","May - first week","210","Brown Trout","12 -15 inches"
"2026","5","Franklin","Dickinson","St. Regis River","May - first week","1,710","Brown Trout","9 - 10 inches"
"2026","5","Saratoga","Edinburg","Palmer Lake","Spring","230","Brown Trout","8 inches"
"2026","5","Essex","E'town","Boquet River","May - first week","4,710","Brook Trout","9 - 10 inches"
"2026","5","Franklin","Franklin","Chub Pond","Spring","140","Brown Trout","8 inches"
"2026","5","Franklin","Franklin","Mountain Pond C-P57","Spring","720","Brown Trout","8 inches"
"2026","5","Franklin","Franklin","Saranac River North Branch","April - fourth week","1,550","Brook Trout","9 - 10 inches"
"2026","5","Franklin","Franklin","Two Bridge Brook","May - second week","110","Brown Trout","12 -15 inches"
"2026","5","Franklin","Franklin","Two Bridge Brook","May - second week","930","Brown Trout","9 - 10 inches"
"2026","5","Fulton","Gloversville","Cayadutta Creek","April - second week","80","Brown Trout","12 -15 inches"
"2026","5","Fulton","Gloversville","Cayadutta Creek","April - second week","700","Brown Trout","9 - 10 inches"
"2026","5","Washington","Granville","Indian River","April - third week","40","Brown Trout","12 -15 inches"
"2026","5","Washington","Granville","Indian River","April - third week","340","Brown Trout","9 - 10 inches"
"2026","5","Saratoga","Greenfield, Milton","Kayaderosseras Creek","April - first week","100","Brown Trout","12 -15 inches"
"2026","5","Saratoga","Greenfield, Milton","Kayaderosseras Creek","April - first week","850","Brown Trout","9 - 10 inches"
"2026","5","Saratoga","Greenfield, Milton","Kayaderosseras Creek","April - third week","100","Brown Trout","12 -15 inches"
"2026","5","Saratoga","Greenfield, Milton","Kayaderosseras Creek","April - third week","850","Brown Trout","9 - 10 inches"
"2026","5","Saratoga","Greenfield, Milton","Kayaderosseras Creek","May - first week","100","Brown Trout","12 -15 inches"
"2026","5","Saratoga","Greenfield, Milton","Kayaderosseras Creek","May - first week","850","Brown Trout","9 - 10 inches"
"2026","5","Saratoga","Greenfield, Milton","Kayaderosseras Creek","May - third week","100","Brown Trout","12 -15 inches"
"2026","5","Saratoga","Greenfield, Milton","Kayaderosseras Creek","May - third week","850","Brown Trout","9 - 10 inches"
"2026","5","Washington","Greenwich","Batten Kill","April - third week","130","Brown Trout","12 -15 inches"
"2026","5","Washington","Greenwich","Batten Kill","April - third week","1,060","Brown Trout","9 - 10 inches"
"2026","5","Washington","Greenwich","Batten Kill","June - first week","130","Brown Trout","12 -15 inches"
"2026","5","Washington","Greenwich","Batten Kill","June - first week","1,060","Brown Trout","9 - 10 inches"
"2026","5","Washington","Greenwich","Batten Kill","May - first week","130","Brown Trout","12 -15 inches"
"2026","5","Washington","Greenwich","Batten Kill","May - first week","1,060","Brown Trout","9 - 10 inches"
"2026","5","Washington","Greenwich","Batten Kill","May - third week","130","Brown Trout","12 -15 inches"
"2026","5","Washington","Greenwich","Batten Kill","May - third week","1,060","Brown Trout","9 - 10 inches"
"2026","5","Franklin","Harrietstown","Lake Clear","Spring","1,800","Brown Trout","8 inches"
"2026","5","Franklin","Harrietstown","Lake Colby","Spring","3,060","Brown Trout","8 inches"
"2026","5","Franklin","Harrietstown","Lake Colby","Spring","3,540","Rainbow Trout","8 inches"
"2026","5","Franklin","Harrietstown","Rock Pond","Spring","590","Brown Trout","8 inches"
"2026","5","Franklin","Harrietstown","Saranac River","April - first week","70","Rainbow Trout","12 -14 inches"
"2026","5","Franklin","Harrietstown","Saranac River","April - first week","660","Rainbow Trout","9 - 10 inches"
"2026","5","Hamilton","Hoffmeister, Morehouseville","West Canada Creek South Branch","April - fourth week","1,630","Brook Trout","9 - 10 inches"
"2026","5","Warren","Horicon","Brant Lake","Spring","2,970","Brown Trout","8 inches"
"2026","5","Warren","Horicon","Brant Lake","Spring","3,430","Rainbow Trout","8 inches"
"2026","5","Warren","Horicon","Round Pond","Spring","310","Rainbow Trout","8 inches"
"2026","5","Hamilton","Indian Lake","Cedar River","April - fourth week","110","Brown Trout","12 -15 inches"
"2026","5","Hamilton","Indian Lake","Cedar River","April - fourth week","900","Brown Trout","9 - 10 inches"
"2026","5","Hamilton","Indian Lake","Cedar River Flow","Spring","900","Brown Trout","8 inches"
"2026","5","Hamilton","Indian Lake","First Lake Essex Chain","Spring","1,140","Rainbow Trout","8 inches"
"2026","5","Hamilton","Indian Lake","Indian River","April - fourth week","270","Rainbow Trout","12 -14 inches"
"2026","5","Hamilton","Indian Lake","Indian River","April - fourth week","2,470","Rainbow Trout","9 - 10 inches"
"2026","5","Hamilton","Indian Lake","Sprague Pond","Spring","810","Brown Trout","8 inches"
"2026","5","Hamilton","Indian Lake","Stephens Pond","Spring","1,080","Brown Trout","8 inches"
"2026","5","Hamilton","Indian Lake","Unknown Pond","Spring","680","Brown Trout","8 inches"
"2026","5","Hamilton","Indian Lake, Lake Pleasant","Indian Lake","Spring","7,070","Brown Trout","8 inches"
"2026","5","Hamilton","Inlet","Eighth Lake","Spring","2,910","Rainbow Trout","8 inches"
"2026","5","Hamilton","Inlet","Seventh Lake","Spring","3,950","Rainbow Trout","8 inches"
"2026","5","Hamilton","Inlet","Sixth Lake","Spring","1,350","Rainbow Trout","8 inches"
"2026","5","Hamilton","Inlet","Upper Mitchell Pond","Spring","180","Brown Trout","8 inches"
"2026","5","Washington","Jackson","Dead Lake","May","530","Rainbow Trout","8 inches"
"2026","5","Essex","Jay","Ausable River East Branch","April - third week","800","Brown Trout","12 -15 inches"
"2026","5","Essex","Jay","Ausable River East Branch","April - third week","6,360","Brown Trout","9 - 10 inches"
"2026","5","Essex","Jay","Ausable River - West Branch","April - fourth week","80","Brown Trout","12 -15 inches"
"2026","5","Essex","Jay","Ausable River - West Branch","April - fourth week","700","Brown Trout","9 - 10 inches"
"2026","5","Essex","Jay","Ausable River - West Branch","April - second week","80","Brown Trout","12 -15 inches"
"2026","5","Essex","Jay","Ausable River - West Branch","April - second week","700","Brown Trout","9 - 10 inches"
"2026","5","Essex","Jay","Ausable River - West Branch","May - fourth week","80","Brown Trout","12 -15 inches"
"2026","5","Essex","Jay","Ausable River - West Branch","May - fourth week","700","Brown Trout","9 - 10 inches"
"2026","5","Essex","Jay","Ausable River - West Branch","May - second week","80","Brown Trout","12 -15 inches"
"2026","5","Essex","Jay","Ausable River - West Branch","May - second week","700","Brown Trout","9 - 10 inches"
"2026","5","Essex","Jay, Keene","Ausable River East Branch","April - second week","920","Brown Trout","12 -15 inches"
"2026","5","Essex","Jay, Keene","Ausable River East Branch","April - second week","7,620","Brown Trout","9 - 10 inches"
"2026","5","Warren","Johnsburg","Botheration Pond","Spring","270","Brown Trout","8 inches"
"2026","5","Warren","Johnsburg","Glen Creek","April - second week","50","Brown Trout","12 -15 inches"
"2026","5","Warren","Johnsburg","Glen Creek","April - second week","380","Brown Trout","9 - 10 inches"
"2026","5","Warren","Johnsburg","Hudson River","April - third week","170","Brown Trout","12 -15 inches"
"2026","5","Warren","Johnsburg","Hudson River","April - third week","1,380","Brown Trout","9 - 10 inches"
"2026","5","Warren","Johnsburg","Hudson River","June - first week","170","Brown Trout","12 -15 inches"
"2026","5","Warren","Johnsburg","Hudson River","June - first week","1,380","Brown Trout","9 - 10 inches"
"2026","5","Warren","Johnsburg","Hudson River","May - first week","170","Brown Trout","12 -15 inches"
"2026","5","Warren","Johnsburg","Hudson River","May - first week","1,380","Brown Trout","9 - 10 inches"
"2026","5","Warren","Johnsburg","Hudson River","May - third week","170","Brown Trout","12 -15 inches"
"2026","5","Warren","Johnsburg","Hudson River","May - third week","1,380","Brown Trout","9 - 10 inches"
"2026","5","Warren","Johnsburg","Mill Creek","April - third week","50","Brown Trout","12 -15 inches"
"2026","5","Warren","Johnsburg","Mill Creek","April - third week","380","Brown Trout","9 - 10 inches"
"2026","5","Warren","Johnsburg","Upper Siamese Lake","Spring","360","Rainbow Trout","8 inches"
"2026","5","Fulton","Johnstown","Cayadutta Creek","April - second week","40","Brown Trout","12 -15 inches"
"2026","5","Fulton","Johnstown","Cayadutta Creek","April - second week","350","Brown Trout","9 - 10 inches"
"2026","5","Fulton","Johnstown","Wolford's Pond","April","180","Brown Trout","8 inches"
"2026","5","Fulton","Johnstown","Wolford's Pond","May","180","Brown Trout","8 inches"
"2026","5","Essex","Keene","Ausable River East Branch","April - second week","1,400","Brown Trout","9 - 10 inches"
"2026","5","Warren","Lake Luzerne","Lake Luzerne","Spring","1,140","Rainbow Trout","8 inches"
"2026","5","Hamilton","Lake Pleasant","Jessup River","May - second week","1,330","Brook Trout","9 - 10 inches"
"2026","5","Hamilton","Lake Pleasant","Jessup River","May - second week","40","Brown Trout","12 -15 inches"
"2026","5","Hamilton","Lake Pleasant","Jessup River","May - second week","370","Brown Trout","9 - 10 inches"
"2026","5","Hamilton","Lake Pleasant","Sacandaga Lake","Spring","1,350","Brown Trout","8 inches"
"2026","5","Hamilton","Lake Pleasant","Wakely Pond","Spring","180","Brown Trout","8 inches"
"2026","5","Essex","Lewis","Spruce Mill Brook","May - first week","70","Brown Trout","12 -15 inches"
"2026","5","Essex","Lewis","Spruce Mill Brook","May - first week","590","Brown Trout","9 - 10 inches"
"2026","5","Essex","Lewis","Spruce Mill Brook","May - second week","890","Brook Trout","9 - 10 inches"
"2026","5","Essex","Lewis, Elizabethtown","Boquet River","April - fourth week","380","Brown Trout","12 -15 inches"
"2026","5","Essex","Lewis, Elizabethtown","Boquet River","April - fourth week","2,220","Brown Trout","9 - 10 inches"
"2026","5","Hamilton","Lake Pleasant","Gilman Lake","Spring","830","Rainbow Trout","8 inches"
"2026","5","Hamilton","Lake Pleasant","Lake Pleasant","Spring","1,440","Brown Trout","8 inches"
"2026","5","Hamilton","Long Lake","Clear Pond","Spring","730","Rainbow Trout","8 inches"
"2026","5","Hamilton","Long Lake","Lake Eaton","Spring","3,220","Rainbow Trout","8 inches"
"2026","5","Hamilton","Long Lake, Arietta","Raquette River","May - second week","230","Brown Trout","12 -15 inches"
"2026","5","Hamilton","Long Lake, Arietta","Raquette River","May - second week","1,910","Brown Trout","9 - 10 inches"
"2026","5","Franklin","Malone","Malone Village Pond","April","100","Rainbow Trout","8 inches"
"2026","5","Franklin","Malone","Malone Village Pond","May","120","Brown Trout","12 -15 inches"
"2026","5","Franklin","Malone","Malone Village Pond","May","90","Brown Trout","8 inches"
"2026","5","Franklin","Malone","Salmon River","April - fourth week","470","Brown Trout","12 -15 inches"
"2026","5","Franklin","Malone","Salmon River","April - fourth week","3,840","Brown Trout","9 - 10 inches"
"2026","5","Franklin","Malone","Salmon River","April - second week","560","Brown Trout","12 -15 inches"
"2026","5","Franklin","Malone","Salmon River","April - second week","4,620","Brown Trout","9 - 10 inches"
"2026","5","Franklin","Malone","Salmon River","April - second week","650","Rainbow Trout","12 -14 inches"
"2026","5","Franklin","Malone","Salmon River","April - second week","5,800","Rainbow Trout","9 - 10 inches"
"2026","5","Franklin","Malone","Salmon River","May - fourth week","470","Brown Trout","12 -15 inches"
