"Year","County","Waterbody","Town","Month"," Number ","Species","Size (Inches)"
"2024","Jefferson","North Branch Sandy Creek","Adams","April","30","Brown Trout","14.2"
"2024","Jefferson","North Branch Sandy Creek","Adams","April","290","Brown Trout","9.5"
"2024","Jefferson","Sandy Creek","Adams","April","70","Brown Trout","14.2"
"2024","Jefferson","Sandy Creek","Adams","April","620","Brown Trout","9.5"
"2024","Jefferson","Sandy Creek","Adams","April","60","Brown Trout","14.2"
"2024","Jefferson","Sandy Creek","Adams","April","520","Brown Trout","9.5"
"2024","Albany","Six Mile Waterworks","Albany","March","2,100","Rainbow Trout","8.6"
"2024","Oswego","Beaverdam Brook","Albion","April","158,949","Steelhead","6.1"
"2024","Oswego","Beaverdam Brook","Albion","March","113,224","Coho","2.7"
"2024","Oswego","Reese's Pond","Albion","May","110","Brook Trout","10.1"
"2024","Cattaraugus","Birch Run Pond #1","Allegany","April","210","Rainbow Trout","9.6"
"2024","Cattaraugus","Five Mile Creek","Allegany","April","890","Brown Trout","9.3"
"2024","Cattaraugus","Five Mile Creek","Allegany","April","100","Brown Trout","13.6"
"2024","Cattaraugus","Allegheny River","Allegany/Portville","October","1,050","Muskellunge","8.5"
"2024","Allegany","Allen Lake","Allen","April","520","Brown Trout","13.5"
"2024","Allegany","Allen Lake","Allen","March","2,940","Rainbow Trout","9.3"
"2024","Allegany","Allen Lake","Allen","March","3,080","Brook Trout","9.4"
"2024","Allegany","Canacadea Creek","Almond","March","20","Brown Trout","13.6"
"2024","Allegany","Canacadea Creek","Almond","March","150","Rainbow Trout","9.4"
"2024","Allegany","Canacadea Creek","Almond","March","20","Brown Trout","13.6"
"2024","Allegany","Canacadea Creek","Almond","March","150","Rainbow Trout","9.4"
"2024","Franklin","Tupper Lake","Altamont","June","6,117","Landlocked Salmon","1.5"
"2024","Franklin","Tupper Lake","Altamont","June","1,971","Landlocked Salmon","7.4"
"2024","Franklin","Tupper Lake","Altamont","May","8,700","Lake Trout","6"
"2024","Franklin","Tupper Lake","Altamont","May","3,000","Landlocked Salmon","7.5"
"2024","Clinton","Ace Club Pond","Altona","April","150","Rainbow Trout","8.9"
"2024","Clinton","Altona School Pond","Altona","April","100","Rainbow Trout","8.9"
"2024","Clinton","Altona School Pond","Altona","April","100","Rainbow Trout","8.9"
"2024","Clinton","North Branch Great Chazy River","Altona, E'burg, Moores","April","60","Brown Trout","13"
"2024","Clinton","North Branch Great Chazy River","Altona, E'burg, Moores","April","540","Brown Trout","9.4"
"2024","Clinton","North Branch Great Chazy River","Altona, E'burg, Moores","April","60","Brown Trout","13.1"
"2024","Clinton","North Branch Great Chazy River","Altona, E'burg, Moores","April","540","Brown Trout","9.4"
"2024","Clinton","North Branch Great Chazy River","Altona, E'burg, Moores","May","60","Brown Trout","13.2"
"2024","Clinton","North Branch Great Chazy River","Altona, E'burg, Moores","May","540","Brown Trout","9.3"
"2024","Clinton","North Branch Great Chazy River","Altona, E'burg, Moores","May","60","Brown Trout","13.4"
"2024","Clinton","North Branch Great Chazy River","Altona, E'burg, Moores","May","540","Brown Trout","9.3"
"2024","Dutchess","Ten Mile River","Amenia","March","310","Brown Trout","8.2"
"2024","Dutchess","Ten Mile River","Amenia","March","160","Brown Trout","11.2"
"2024","Dutchess","Ten Mile River","Amenia","March","1,360","Brown Trout","8.2"
"2024","Dutchess","Ten Mile River","Amenia","March","40","Brown Trout","11.2"
"2024","Dutchess","Webatuck Creek","Amenia","March","40","Brown Trout","11.2"
"2024","Dutchess","Webatuck Creek","Amenia","March","330","Brown Trout","8.2"
"2024","Erie","Ellicott Creek","Amherst","March","70","Brown Trout","13.8"
"2024","Erie","Ellicott Creek","Amherst","March","640","Rainbow Trout","9.2"
"2024","Allegany","Genesee River","Amity","April","620","Brown Trout","13.6"
"2024","Allegany","Genesee River","Amity","April","620","Brown Trout","13.6"
"2024","Allegany","Genesee River","Amity","April","5,320","Rainbow Trout","9.6"
"2024","Allegany","Genesee River","Amity","April","5,320","Brown Trout","9.3"
"2024","Allegany","Genesee River","Amity","March","5,320","Rainbow Trout","9.8"
"2024","Allegany","Genesee River","Amity","March","620","Brown Trout","13.7"
"2024","Allegany","Genesee River","Amity","May","5,320","Brown Trout","9.4"
"2024","Allegany","Genesee River","Amity","May","620","Brown Trout","14.1"
"2024","Columbia","Weed Mines Pond","Ancram","April","230","Rainbow Trout","9"
"2024","Delaware","Big Pond","Andes","April","260","Rainbow Trout","9.1"
"2024","Delaware","Big Pond","Andes","April","230","Brown Trout","8.4"
"2024","Delaware","Big Pond","Andes","August","200","Brown Trout","13.8"
"2024","Delaware","Big Pond","Andes","August","201","Brown Trout","17.3"
"2024","Delaware","Big Pond","Andes","September","122","Brown Trout","17.3"
"2024","Delaware","Big Pond","Andes","September","119","Brown Trout","13.8"
"2024","Delaware","Big Pond","Andes","September","113","Brown Trout","17.3"
"2024","Delaware","Big Pond","Andes","September","180","Brown Trout","14.1"
"2024","Delaware","Little Pond","Andes","April","210","Brown Trout","13.7"
"2024","Delaware","Little Pond","Andes","April","210","Rainbow Trout","9.1"
"2024","Delaware","Little Pond","Andes","April","90","Brown Trout","8.4"
"2024","Allegany","Dyke Creek","Andover","March","20","Brown Trout","13.6"
"2024","Allegany","Dyke Creek","Andover","March","150","Rainbow Trout","10.2"
"2024","Oneida","Fish Creek East Branch","Annsville","May","1,700","Brown Trout","9.2"
"2024","Oneida","Fish Creek East Branch","Annsville","May","1,860","Brown Trout","9.2"
"2024","Oneida","Fish Creek East Branch","Annsville","May","200","Brown Trout","13.8"
"2024","Oneida","Fish Creek East Branch","Annsville","May","220","Brown Trout","13.8"
"2024","Oneida","Fish Creek West Branch","Annsville, Camden","April","4,360","Brown Trout","9.7"
"2024","Oneida","Fish Creek West Branch","Annsville, Camden","April","510","Brown Trout","13.5"
"2024","Jefferson","Payne Lake","Antwerp","April","462,000","Walleye","0.3"
"2024","Hamilton","Amos Lake","Arietta","September","300","Brook Trout","4"
"2024","Hamilton","Balsam Lake","Arietta","September","1,600","Brook Trout","4.2"
"2024","Hamilton","Bear Pond","Arietta","September","300","Brook Trout","3.9"
"2024","Hamilton","Brown Lake","Arietta","September","350","Brook Trout","4"
"2024","Hamilton","Cat Lake","Arietta","September","600","Brook Trout","3.9"
"2024","Hamilton","Cedar Lake","Arietta","September","7,500","Brook Trout","4.2"
"2024","Hamilton","Christian Lake","Arietta","September","300","Brook Trout","4"
"2024","Hamilton","Franks Pond","Arietta","September","200","Brook Trout","4"
"2024","Hamilton","G Lake","Arietta","September","1,800","Brook Trout","4"
"2024","Hamilton","Iron Lake","Arietta","September","1,000","Brook Trout","4"
"2024","Hamilton","Jessup Lake","Arietta","September","250","Brook Trout","4.2"
"2024","Hamilton","Jockeybush Lake","Arietta","September","1,400","Brook Trout","4"
"2024","Hamilton","Kings Pond","Arietta","September","150","Brook Trout","3.9"
"2024","Hamilton","Little Moose Pond","Arietta","September","1,500","Brook Trout","4"
"2024","Hamilton","Lost Lake","Arietta","September","150","Brook Trout","4"
"2024","Hamilton","Middle Sargent Pond","Arietta","September","700","Brook Trout","3.9"
"2024","Hamilton","Morley Lake","Arietta","September","350","Brook Trout","4"
"2024","Hamilton","Mud Lake","Arietta","September","1,500","Brook Trout","4.2"
"2024","Hamilton","Otter Lake","Arietta","September","800","Brook Trout","4"
"2024","Hamilton","Owl Pond","Arietta","September","300","Brook Trout","4"
"2024","Hamilton","Pillsbury Lake","Arietta","September","1,250","Brook Trout","3.9"
"2024","Hamilton","Piseco Lake","Arietta","April","3,040","Lake Trout","7"
"2024","Hamilton","Redlouse Lake","Arietta","September","400","Brook Trout","4"
"2024","Hamilton","Sampson Lake","Arietta","September","2,500","Brook Trout","4.2"
"2024","Hamilton","Slim Pond","Arietta","September","300","Brook Trout","3.9"
"2024","Hamilton","South Lake","Arietta","September","2,000","Brook Trout","3.9"
"2024","Hamilton","South Twin Pond","Arietta","September","500","Brook Trout","4"
"2024","Hamilton","Spruce Lake","Arietta","September","3,900","Brook Trout","4.2"
"2024","Hamilton","Whitney Lake","Arietta","September","3,500","Brook Trout","4.2"
"2024","Chautauqua","Canadaway Creek","Arkwright","April","40","Brown Trout","13.7"
"2024","Chautauqua","Canadaway Creek","Arkwright","April","310","Rainbow Trout","10"
"2024","Cattaraugus","Crandall Pond","Ashford","April","320","Rainbow Trout","9.6"
"2024","Chemung","Chemung River","Ashland","October","850","Muskellunge","8.2"
"2024","Greene","Batavia Kill","Ashland","April","3,520","Brown Trout","8.3"
"2024","Greene","Batavia Kill","Ashland","April","410","Brown Trout","13.8"
"2024","Greene","Greens Lake","Athens","April","210","Brown Trout","13.7"
"2024","Greene","Greens Lake","Athens","September","125","Brown Trout","17.3"
"2024","Greene","Greens Lake","Athens","September","131","Brown Trout","14.6"
"2024","Cayuga","Owasco Outlet","Auburn","April","700","Brown Trout","9.3"
"2024","Cayuga","Owasco Outlet","Auburn","April","80","Brown Trout","13.2"
"2024","Erie","Cazenovia Creek - East Branch","Aurora","March","150","Brown Trout","9.5"
"2024","Erie","Cazenovia Creek - East Branch","Aurora","March","20","Brown Trout","13.8"
"2024","Erie","Cazenovia Creek - East Branch","Aurora","March","20","Brown Trout","13.8"
"2024","Erie","Cazenovia Creek - East Branch","Aurora","March","150","Brown Trout","9.5"
"2024","Erie","Cazenovia Creek - East Branch","Aurora","March","20","Brown Trout","13.8"
"2024","Erie","Cazenovia Creek - East Branch","Aurora","March","150","Brown Trout","9.5"
"2024","Erie","Cazenovia Creek-East Branch","Aurora","March","70","Brown Trout","13.8"
"2024","Erie","Cazenovia Creek-East Branch","Aurora","March","590","Brown Trout","9.5"
"2024","Oneida","Point Rock Creek","Ava, Lee","April","100","Brown Trout","13.1"
"2024","Oneida","Point Rock Creek","Ava, Lee","April","860","Brown Trout","9.7"
"2024","Steuben","Cohocton River","Avoca","April","3,110","Brown Trout","9.4"
"2024","Steuben","Cohocton River","Avoca","April","360","Brown Trout","13.6"
"2024","Steuben","Cohocton River","Avoca","April","360","Brown Trout","13.6"
"2024","Steuben","Cohocton River","Avoca","April","3,110","Brown Trout","9.5"
"2024","Steuben","Cohocton River","Avoca","March","360","Brown Trout","13.6"
"2024","Steuben","Cohocton River","Avoca","March","3,110","Brown Trout","9.1"
"2024","Steuben","Cohocton River","Avoca","May","360","Brown Trout","13.8"
"2024","Steuben","Cohocton River","Avoca","May","3,110","Brown Trout","9.6"
"2024","Suffolk","Argyle Lake","Babylon","March","160","Brown Trout","11.2"
"2024","Suffolk","Argyle Lake","Babylon","March","520","Rainbow Trout","9.1"
"2024","Suffolk","Argyle Lake","Babylon","October","260","Brown Trout","10.3"
"2024","Suffolk","Argyle Lake","Babylon","September","130","Brown Trout","9.6"
"2024","Suffolk","Belmont Lake","Babylon","April","180","Brown Trout","8.2"
"2024","Suffolk","Belmont Lake","Babylon","April","260","Brown Trout","13.8"
"2024","Suffolk","Belmont Lake","Babylon","April","1,050","Rainbow Trout","9.1"
"2024","Suffolk","Belmont Lake","Babylon","March","790","Rainbow Trout","11.2"
"2024","Suffolk","Belmont Lake","Babylon","March","100","Brown Trout","11.2"
"2024","Suffolk","Belmont Lake","Babylon","March","180","Brown Trout","8.2"
"2024","Suffolk","Carlls River","Babylon","March","490","Brown Trout","8.2"
"2024","Suffolk","Carlls River","Babylon","March","60","Brown Trout","11.2"
"2024","Suffolk","Carlls River","Babylon","March","40","Brown Trout","11.2"
"2024","Suffolk","Carlls River","Babylon","March","330","Rainbow Trout","8.2"
"2024","Suffolk","Southards Pond","Babylon","March","160","Brown Trout","11.2"
"2024","Suffolk","Southards Pond","Babylon","March","420","Rainbow Trout","9.1"
"2024","Suffolk","Southards Pond","Babylon","October","130","Brown Trout","10.3"
"2024","Suffolk","Southards Pond","Babylon","September","170","Brown Trout","9.6"
"2024","Tioga","Cayuta Creek","Barton","March","10","Brown Trout","13.3"
"2024","Tioga","Cayuta Creek","Barton","March","80","Brown Trout","9.2"
"2024","Tioga","Cayuta Creek","Barton","March","160","Brown Trout","13.3"
"2024","Tioga","Cayuta Creek","Barton","March","1,320","Brown Trout","9.2"
"2024","Genesee","Dewitt Pond","Batavia","April","520","Brown Trout","13.5"
"2024","Steuben","Cold Brook","Bath, Urbana","April","2,500","Rainbow Trout","6.5"
"2024","Dutchess","Fishkill Creek","Beacon, Fishkill","March","340","Brown Trout","8"
"2024","Dutchess","Fishkill Creek","Beacon, Fishkill","March","40","Brown Trout","11.2"
"2024","Westchester","Cross River Reservoir","Bedford","March","6,820","Brown Trout","8.1"
"2024","Westchester","Cross River Reservoir Outlet","Bedford","March","50","Rainbow Trout","11.2"
"2024","Westchester","Cross River Reservoir Outlet","Bedford","March","540","Rainbow Trout","9.1"
"2024","Westchester","Stone Hill River","Bedford","March","520","Brown Trout","8.2"
"2024","Westchester","Stone Hill River","Bedford","March","50","Brown Trout","11.2"
"2024","Dutchess","Fishkill Creek","Beekman","March","150","Brown Trout","8"
"2024","Dutchess","Fishkill Creek","Beekman","March","2,350","Brown Trout","8"
"2024","Dutchess","Fishkill Creek","Beekman","March","270","Brown Trout","11.2"
"2024","Dutchess","Fishkill Creek","Beekman","March","20","Brown Trout","11.2"
"2024","Dutchess","Fishkill Creek","Beekman","March","20","Brown Trout","11.2"
"2024","Dutchess","Fishkill Creek","Beekman","March","150","Brown Trout","8"
"2024","Dutchess","Sylvan Lake","Beekman","April","1,820","Brown Trout","8.2"
"2024","Dutchess","Sylvan Lake","Beekman","August","153","Brown Trout","13.8"
"2024","Dutchess","Sylvan Lake","Beekman","August","188","Brown Trout","17.7"
"2024","Franklin","Drain Pond","Bellmont","April","160","Rainbow Trout","9.8"
"2024","Franklin","Meacham Lake","Bellmont","June","4,400","Brook Trout","3.5"
"2024","Hamilton","Canary Pond","Benson","September","250","Brook Trout","4"
"2024","Hamilton","Grant Lake","Benson","September","200","Brook Trout","4"
"2024","Hamilton","Meco Lake","Benson","September","350","Brook Trout","4"
"2024","Hamilton","Rock Lake","Benson","September","200","Brook Trout","4"
"2024","Hamilton","Silver Lake","Benson","September","1,850","Brook Trout","4"
"2024","Hamilton","Woods Lake","Benson","May","630","Rainbow Trout","9.6"
"2024","Tioga","East Branch Owego Creek","Berkshire, Richford","March","1,010","Brown Trout","9.8"
"2024","Tioga","East Branch Owego Creek","Berkshire, Richford","March","100","Brown Trout","13.6"
"2024","Albany","Thompsons Lake","Berne","November","3,370","Rainbow Trout","6"
"2024","Albany","Thompsons Lake","Berne","April","550","Brown Trout","0"
"2024","Albany","Thompsons Lake","Berne","April","1,820","Brown Trout","9.4"
"2024","Sullivan","Mongaup River","Bethel","April","90","Brown Trout","13.4"
"2024","Sullivan","Mongaup River","Bethel","April","750","Brown Trout","11.2"
"2024","Sullivan","Mongaup River Middle Branch","Bethel","April","610","Brown Trout","8.2"
"2024","Sullivan","Mongaup River Middle Branch","Bethel","April","70","Brown Trout","13.4"
"2024","Sullivan","Mongaup River West Branch","Bethel","April","60","Brown Trout","13.4"
"2024","Sullivan","Mongaup River West Branch","Bethel","April","530","Brown Trout","8.2"
"2024","Chemung","Sing Sing Creek","Big Flats","March","300","Brown Trout","9.1"
"2024","Chemung","Sing Sing Creek","Big Flats","March","30","Brown Trout","13.6"
"2024","Clinton","Military Pond","Black Brook","April","590","Brown Trout","8"
"2024","Clinton","Mud Pond","Black Brook","April","910","Brown Trout","8"
"2024","Clinton","Saranac River","Black Brook","April","170","Brown Trout","13.1"
"2024","Clinton","Saranac River","Black Brook","April","40","Rainbow Trout","13"
"2024","Clinton","Saranac River","Black Brook","April","1,500","Brown Trout","9.4"
"2024","Clinton","Saranac River","Black Brook","April","40","Brown Trout","9.4"
"2024","Clinton","Saranac River","Black Brook","June","1,500","Rainbow Trout","9.8"
"2024","Clinton","Saranac River","Black Brook","June","170","Rainbow Trout","12.1"
"2024","Clinton","Saranac River","Black Brook","June","40","Rainbow Trout","9.8"
"2024","Clinton","Saranac River","Black Brook","May","1,500","Rainbow Trout","9.4"
"2024","Clinton","Saranac River","Black Brook","May","170","Brown Trout","13.4"
"2024","Clinton","Saranac River","Black Brook","May","170","Rainbow Trout","12"
"2024","Clinton","Saranac River","Black Brook","May","40","Brown Trout","9.3"
"2024","Clinton","Saranac River","Black Brook","May","40","Rainbow Trout","9.4"
"2024","Clinton","Saranac River","Black Brook","May","1,500","Brown Trout","9.3"
"2024","Clinton","Taylor Pond","Black Brook","June","3,000","Landlocked Salmon","1.5"
"2024","Clinton","Taylor Pond","Black Brook","May","600","Landlocked Salmon","7.2"
"2024","Clinton","North Branch Saranac River","Black Brook and Saranac","April","390","Brown Trout","13.1"
"2024","Clinton","North Branch Saranac River","Black Brook and Saranac","April","3,360","Brown Trout","9.5"
"2024","Clinton","Black Brook","Black Brook, Wilmington, Jay","May","540","Brook Trout","9.3"
"2024","Fulton","County Line Lake","Bleecker","September","675","Brook Trout","4.2"
"2024","Fulton","Holmes Lake","Bleecker","September","600","Brook Trout","4"
"2024","Fulton","Little Holmes Lake","Bleecker","September","150","Brook Trout","4"
"2024","Fulton","Mud Lake","Bleecker","September","300","Brook Trout","4"
"2024","Schoharie","West Kill","Blenheim","May","70","Brown Trout","11.9"
"2024","Schoharie","West Kill","Blenheim","May","560","Brown Trout","8.5"
"2024","Allegany","California Hollow Brook","Bolivar","March","350","Brown Trout","9.2"
"2024","Allegany","California Hollow Brook","Bolivar","March","40","Brown Trout","13.6"
"2024","Allegany","Little Genesee Creek","Bolivar","March","50","Brown Trout","13.6"
"2024","Allegany","Little Genesee Creek","Bolivar","March","400","Brook Trout","9.1"
"2024","Allegany","Little Genesee Creek","Bolivar","March","440","Brook Trout","9.1"
"2024","Allegany","Little Genesee Creek","Bolivar","March","50","Brown Trout","13.6"
"2024","Allegany","Root Creek","Bolivar","March","30","Brown Trout","13.6"
"2024","Allegany","Root Creek","Bolivar","March","220","Rainbow Trout","10.2"
"2024","Warren","Edgecomb Pond","Bolton","April","500","Rainbow Trout","9.5"
"2024","Warren","Edgecomb Pond","Bolton","April","100","Rainbow Trout","15.5"
"2024","Warren","NW Bay Brook","Bolton","April","400","Brook Trout","10.25"
"2024","Warren","NW Bay Brook","Bolton","April","40","Brook Trout","15.75"
"2024","Warren","Schroon River","Bolton, Brant Lk, Chester, Hor","April","850","Brown Trout","9.5"
"2024","Warren","Schroon River","Bolton, Brant Lk, Chester, Hor","April","100","Brown Trout","13.8"
"2024","Warren","Schroon River","Bolton, Brant Lk, Chester, Hor","April","850","Brown Trout","9.1"
"2024","Warren","Schroon River","Bolton, Brant Lk, Chester, Hor","April","100","Brown Trout","14"
"2024","Warren","Schroon River","Bolton, Brant Lk, Chester, Hor","May","150","Brown Trout","14"
"2024","Warren","Schroon River","Bolton, Brant Lk, Chester, Hor","May","850","Brown Trout","9"
"2024","Warren","Schroon River","Bolton, Brant Lk, Chester, Hor","May","100","Brown Trout","14"
"2024","Warren","Schroon River","Bolton, Brant Lk, Chester, Hor","May","850","Brown Trout","9.2"
"2024","Warren","Lake George","Bolton, Hague","May","17,000","Landlocked Salmon","7.5"
"2024","Warren","Lake George","Bolton, Hague","May","17,464","Landlocked Salmon","7.1"
"2024","Oneida","Black River","Boonville, Forestport","May","9,290","Brown Trout","9.4"
"2024","Oneida","Black River","Boonville, Forestport","May","1,080","Brown Trout","14"
"2024","Erie","Eighteenmile Creek","Boston","March","40","Brown Trout","13.8"
"2024","Erie","Eighteenmile Creek","Boston","March","370","Brown Trout","9.5"
"2024","Franklin","Deer River","Brandon","April","2,290","Brown Trout","9.4"
"2024","Franklin","Deer River","Brandon","April","270","Brown Trout","13.1"
"2024","St Lawrence","Pleasant Lake","Brasie Corners","April","660,000","Walleye","0.3"
"2024","Franklin","Deer Pond","Brighton","April","230","Brown Trout","8"
"2024","Franklin","Loon Pond","Brighton","September","700","Brook Trout","4.5"
"2024","Franklin","Lost Pond","Brighton","September","300","Brook Trout","4.3"
"2024","Franklin","Mountain Pond","Brighton","September","4,000","Brook Trout","4.2"
"2024","Franklin","Upper Saint Regis Lake","Brighton","April","400","Landlocked Salmon","7"
"2024","Franklin","Upper Spectacle Pond","Brighton","September","1,250","Brook Trout","4.5"
"2024","Monroe","Irondequoit Creek","Brighton, Penfield, Perinton","April","1,310","Brown Trout","14.2"
"2024","Monroe","Irondequoit Creek","Brighton, Penfield, Perinton","April","2,900","Brown Trout","9.1"
"2024","Monroe","Irondequoit Creek","Brighton, Penfield, Perinton","May","5,700","Brown Trout","9.1"
"2024","Franklin","Rainbow Lake","Brighton/Franklin","June","7,400","Walleye","1.7"
"2024","Madison","Beaver Creek","Brookfield","April","1,060","Brown Trout","8.2"
"2024","Madison","Beaver Creek","Brookfield","April","120","Brown Trout","13.7"
"2024","Suffolk","Canaan Lake","Brookhaven","March","940","Rainbow Trout","9.1"
"2024","Suffolk","Canaan Lake","Brookhaven","September","170","Brown Trout","9.6"
"2024","Suffolk","Carmans River","Brookhaven","April","350","Brown Trout","8.2"
"2024","Suffolk","Carmans River","Brookhaven","April","40","Brown Trout","13.8"
"2024","Suffolk","Carmans River","Brookhaven","April","100","Brown Trout","13.8"
"2024","Suffolk","Carmans River","Brookhaven","April","350","Rainbow Trout","9.1"
"2024","Suffolk","Carmans River","Brookhaven","April","400","Rainbow Trout","9.1"
"2024","Suffolk","Carmans River","Brookhaven","April","40","Brown Trout","13.8"
"2024","Suffolk","Carmans River","Brookhaven","March","350","Brown Trout","8.2"
"2024","Suffolk","Carmans River","Brookhaven","March","40","Brown Trout","11.2"
"2024","Suffolk","Carmans River","Brookhaven","March","160","Brown Trout","11.2"
"2024","Suffolk","Carmans River","Brookhaven","May","350","Rainbow Trout","9.3"
"2024","Suffolk","Carmans River","Brookhaven","May","40","Brown Trout","11.9"
"2024","Suffolk","Carmans River","Brookhaven","September","170","Brown Trout","9.6"
"2024","Suffolk","East Lake","Brookhaven","April","270","Brown Trout","8.3"
"2024","Suffolk","East Lake","Brookhaven","April","520","Rainbow Trout","9.1"
"2024","Suffolk","Hards Lake","Brookhaven","April","630","Rainbow Trout","9.1"
"2024","Suffolk","Hards Lake","Brookhaven","April","210","Brown Trout","13.8"
"2024","Suffolk","Hards Lake","Brookhaven","March","740","Rainbow Trout","9.1"
"2024","Suffolk","Hards Lake","Brookhaven","March","370","Brown Trout","11.2"
"2024","Suffolk","Hards Lake","Brookhaven","May","640","Brown Trout","8.5"
"2024","Suffolk","Hards Lake","Brookhaven","May","100","Brown Trout","11.9"
"2024","Suffolk","Kahler Pond","Brookhaven","March","520","Rainbow Trout","9.1"
"2024","Suffolk","Kahler Pond","Brookhaven","September","260","Brown Trout","9.6"
"2024","Suffolk","Swan River","Brookhaven","September","170","Brown Trout","9.6"
"2024","Suffolk","Upper Lake","Brookhaven","April","160","Brown Trout","13.8"
"2024","Suffolk","Upper Lake","Brookhaven","April","420","Rainbow Trout","9.1"
"2024","Suffolk","Upper Lake","Brookhaven","March","420","Rainbow Trout","9.1"
"2024","Suffolk","Upper Lake","Brookhaven","March","110","Brown Trout","11.2"
"2024","Suffolk","Upper Lake","Brookhaven","May","270","Brown Trout","8.5"
"2024","Suffolk","Upper Lake","Brookhaven","May","200","Brown Trout","11.9"
"2024","Suffolk","Upper Lake","Brookhaven","October","260","Brown Trout","10.3"
"2024","Suffolk","Upper Lake","Brookhaven","September","470","Brown Trout","9.6"
"2024","Suffolk","West Lake","Brookhaven","April","630","Rainbow Trout","9.1"
"2024","Suffolk","West Lake","Brookhaven","April","210","Brown Trout","13.8"
"2024","Suffolk","West Lake","Brookhaven","March","320","Brown Trout","11.2"
"2024","Suffolk","West Lake","Brookhaven","October","260","Brown Trout","10.3"
"2024","Suffolk","West Lake","Brookhaven","September","550","Brown Trout","9.6"
"2024","Suffolk","Lake Ronkonkoma","Brookhaven, Islip","June","5,000","Walleye","1.6"
"2024","Rensselaer","Poesten Kill","Brunswick","April","70","Brown Trout","13.7"
"2024","Rensselaer","Poesten Kill","Brunswick","April","580","Brown Trout","8.2"
"2024","Cayuga","North Brook","Brutus","April","100","Brown Trout","13.6"
"2024","Cayuga","North Brook","Brutus","April","850","Brown Trout","9.4"
"2024","Otsego","Basswood Pond","Burlington","April","270","Brown Trout","8.4"
"2024","Otsego","Basswood Pond","Burlington","April","100","Rainbow Trout","8.9"
"2024","Otsego","Basswood Pond","Burlington","April","130","Brown Trout","13.7"
"2024","Otsego","Wharton Creek","Burlington","April","240","Brown Trout","13.7"
"2024","Otsego","Wharton Creek","Burlington","April","2,000","Brown Trout","8.1"
"2024","Allegany","Canaseraga Creek","Burns","April","10","Brown Trout","13.7"
"2024","Allegany","Canaseraga Creek","Burns","April","800","Rainbow Trout","10"
"2024","Allegany","Canaseraga Creek","Burns","April","90","Brown Trout","13.7"
"2024","Allegany","Canaseraga Creek","Burns","April","80","Rainbow Trout","13.7"
"2024","Chautauqua","Chautauqua Lake","Busti","October","7,080","Muskellunge","8.5"
"2024","Greene","Catskill Creek","Cairo","April","180","Brown Trout","11.2"
"2024","Greene","Catskill Creek","Cairo","April","1,600","Brown Trout","8.2"
"2024","Greene","Catskill Creek","Cairo","April","1,600","Brown Trout","8.2"
"2024","Greene","Catskill Creek","Cairo","April","180","Brown Trout","13.7"
"2024","Greene","Catskill Creek","Cairo","May","1,600","Brown Trout","8.8"
"2024","Greene","Catskill Creek","Cairo","May","1,600","Brown Trout","8.5"
"2024","Greene","Catskill Creek","Cairo","May","180","Brown Trout","11.4"
"2024","Greene","Catskill Creek","Cairo","May","180","Brown Trout","11.9"
"2024","Sullivan","Callicoon Creek North Branch","Callicoon","April","430","Brown Trout","8.3"
"2024","Sullivan","Callicoon Creek North Branch","Callicoon","April","430","Brown Trout","8.4"
"2024","Sullivan","Callicoon Creek North Branch","Callicoon","April","50","Brown Trout","8.3"
"2024","Sullivan","Callicoon Creek North Branch","Callicoon","April","50","Brown Trout","13.7"
"2024","Sullivan","Callicoon Creek North Branch","Callicoon","May","50","Brown Trout","11.6"
"2024","Sullivan","Callicoon Creek North Branch","Callicoon","May","430","Brown Trout","8.5"
"2024","Sullivan","Callicoon Creek North Branch","Callicoon","May","430","Brown Trout","8.8"
"2024","Sullivan","Callicoon Creek North Branch","Callicoon","May","50","Brown Trout","11.6"
"2024","Sullivan","Callicoon Creek East Branch","Callicoon","April","370","Brown Trout","8.3"
"2024","Sullivan","Callicoon Creek East Branch","Callicoon","April","40","Brown Trout","13.8"
"2024","Oneida","Fish Creek West Branch","Camden","April","80","Brown Trout","14"
"2024","Oneida","Fish Creek West Branch","Camden","April","710","Brown Trout","9.1"
"2024","Oneida","Fish Creek West Branch","Camden","April","190","Brown Trout","13.1"
"2024","Oneida","Fish Creek West Branch","Camden","April","1,600","Brown Trout","9.7"
"2024","Oneida","Mad River","Camden","April","1,940","Brown Trout","9.1"
"2024","Oneida","Mad River","Camden","April","230","Brown Trout","14.2"
"2024","Steuben","Meads Creek","Campbell","March","860","Brown Trout","9"
"2024","Steuben","Meads Creek","Campbell","March","100","Brown Trout","13.6"
"2024","Columbia","Queechy Lake","Canaan","April","1,890","Rainbow Trout","8.8"
"2024","Columbia","Queechy Lake","Canaan","April","1,640","Brown Trout","8.2"
"2024","Ontario","Canadice Lake","Canadice","May","4,550","Brown Trout","7.9"
"2024","Ontario","Honeoye Lake","Canadice","June","33,400","Walleye","1.2"
"2024","Montgomery","Canajoharie Creek","Canajoharie","April","60","Brown Trout","13.7"
"2024","Montgomery","Canajoharie Creek","Canajoharie","April","540","Brown Trout","8.2"
"2024","Ontario","Canandaigua Lake","Canandaigua (T)","April","9,440","Lake Trout","7.3"
"2024","Ontario","Canandaigua Lake","Canandaigua (T)","April","7,280","Brown Trout","8.8"
