"Year","County","Waterbody","Town","Month"," Number ","Species","Size (Inches)"
"2015","Hamilton","Northrup Lake","Morehouse","September","400","Brook Trout","3.8"
"2015","Greene","North-South Lake","Haines Falls","September","400","Tiger Muskellunge","9.8"
"2015","Fulton","Northville Pond","Northampton","April","1,250","Rainbow Trout","8"
"2015","Fulton","Northville Pond","Northampton","April","1,250","Rainbow Trout","8"
"2015","Essex","Norton Brook","Keene","May","260","Brown Trout","7.9"
"2015","Warren","NW Bay Brook","Bolton","October","1,885","Brook Trout","4.5"
"2015","Warren","NW Bay Brook","Bolton","April","400","Brook Trout","9.9"
"2015","Orleans","Oak Orchard Creek","Carlton","May","63,940","Chinook","2.9"
"2015","Orleans","Oak Orchard Creek","Carlton","May","106,560","Chinook","3.1"
"2015","Orleans","Oak Orchard Creek","Carlton","October","19,320","Coho","4.4"
"2015","Orleans","Oak Orchard Creek","Carlton","April","4,960","Steelhead","5.1"
"2015","Orleans","Oak Orchard Creek","Carlton","May","9,920","Steelhead","5.6"
"2015","Otsego","Oaks Creek","Hartwick","April","1,370","Brown Trout","7.8"
"2015","Otsego","Oaks Creek","Hartwick","April","100","Brown Trout","12.4"
"2015","Genesee","Oatka Creek","Le Roy","April","2,820","Brown Trout","8.1"
"2015","Genesee","Oatka Creek","Le Roy","April","1,450","Brown Trout","8.5"
"2015","Genesee","Oatka Creek","Le Roy","April","320","Brown Trout","12.8"
"2015","Genesee","Oatka Creek","Le Roy","April","700","Brown Trout","13.1"
"2015","Genesee","Oatka Creek","Le Roy","April","380","Brown Trout","14.6"
"2015","Genesee","Oatka Creek","Le Roy","June","150","Brown Trout","13.1"
"2015","Genesee","Oatka Creek","Le Roy","May","2,480","Brown Trout","8.7"
"2015","Wyoming","Oatka Creek","Warsaw","April","1,490","Brook Trout","9"
"2015","Wyoming","Oatka Creek","Warsaw","May","940","Brown Trout","9.2"
"2015","Monroe","Oatka Creek","Wheatland","April","1,450","Brown Trout","8.1"
"2015","Monroe","Oatka Creek","Wheatland","April","1,110","Brown Trout","8.5"
"2015","Monroe","Oatka Creek","Wheatland","April","200","Brown Trout","12.8"
"2015","Monroe","Oatka Creek","Wheatland","April","350","Brown Trout","13.1"
"2015","Monroe","Oatka Creek","Wheatland","June","150","Brown Trout","13.1"
"2015","Monroe","Oatka Creek","Wheatland","May","940","Brown Trout","8.7"
"2015","Monroe","Oatka Creek","Wheatland","May","150","Brown Trout","13.4"
"2015","Franklin","Ochre Pond","Santa Clara","September","900","Brook Trout","4.5"
"2015","Hamilton","Oilslick Pond","Morehouse","September","150","Brook Trout","4.1"
"2015","Madison","Old Chenango Canal","Madison","April","1,110","Brown Trout","7.8"
"2015","Herkimer","Old Forge Pond","Webb","May","700","Rainbow Trout","9.2"
"2015","Cattaraugus","Olean Creek","Hinsdale","May","87,000","Muskellunge","0.6"
"2015","Cattaraugus","Olean Creek","Hinsdale","October","250","Muskellunge","8.7"
"2015","Cattaraugus","Olean Creek","Olean (Town)","April","170","Brown Trout","8.5"
"2015","Essex","Oliver Pond","Schroon","May","600","Brown Trout","7.9"
"2015","St Lawrence","Olmstead Pond","Clifton","October","1,100","Brook Trout","4.5"
"2015","Madison","Oneida Creek","Smithfield","April","190","Brown Trout","7.9"
"2015","Madison","Oneida Creek","Smithfield","April","340","Brown Trout","7.9"
"2015","Madison","Oneida Creek","Smithfield","April","600","Brown Trout","7.9"
"2015","Madison","Oneida Creek","Smithfield","April","1,030","Brown Trout","7.9"
"2015","Oneida","Oneida Creek","Vernon","April","4,020","Brown Trout","7.9"
"2015","Oneida","Oneida Creek","Vernon","April","2,230","Brown Trout","7.9"
"2015","Oswego","Oneida Lake","Constantia","May","153,220,000","Walleye","0.4"
"2015","Oswego","Oneida Lake","NULL","October","500","Lake Sturgeon","0.3"
"2015","Albany","Onesquethaw Creek","New Scotland","April","1,110","Brown Trout","7.8"
"2015","Albany","Onesquethaw Creek","New Scotland","April","100","Brown Trout","12.4"
"2015","Onondaga","Onondaga Creek","NULL","April","300","Brown Trout","8"
"2015","Onondaga","Onondaga Creek","NULL","April","540","Brown Trout","8"
"2015","Onondaga","Onondaga Creek","NULL","April","200","Brown Trout","12.5"
"2015","Onondaga","Onondaga Creek","NULL","April","100","Brown Trout","12.7"
"2015","Onondaga","Onondaga Creek","NULL","March","250","Brown Trout","8"
"2015","Onondaga","Onondaga Creek","NULL","March","250","Brown Trout","8"
"2015","Onondaga","Onondaga Creek","NULL","March","75","Brown Trout","12.5"
"2015","Onondaga","Onondaga Creek","NULL","March","75","Brown Trout","12.5"
"2015","Niagara","Oppenheim Park Pond","Wheatfield","April","100","Brown Trout","14.1"
"2015","Niagara","Oppenheim Park Pond","Wheatfield","April","200","Rainbow Trout","8.7"
"2015","Broome","Oquaga Creek","Sanford","April","1,370","Brown Trout","8.8"
"2015","Broome","Oquaga Creek","Sanford","April","730","Brown Trout","8.8"
"2015","Broome","Oquaga Creek","Sanford","April","1,370","Brown Trout","8.8"
"2015","Broome","Oquaga Creek","Sanford","April","180","Brown Trout","13"
"2015","Broome","Oquaga Creek","Sanford","April","90","Brown Trout","13"
"2015","Broome","Oquaga Creek","Sanford","April","180","Brown Trout","13"
"2015","Oneida","Oriskany Creek","Kirkland","April","1,370","Brown Trout","7.8"
"2015","Oneida","Oriskany Creek","Kirkland","April","300","Brown Trout","12.4"
"2015","Oneida","Oriskany Creek","Kirkland","May","2,230","Brown Trout","8"
"2015","Oneida","Oriskany Creek","Kirkland","October","2,500","Brown Trout","5.8"
"2015","Oneida","Oriskany Creek","Kirkland Marshall","April","1,280","Brown Trout","7.8"
"2015","Oneida","Oriskany Creek","Kirkland Marshall","April","430","Brown Trout","12.4"
"2015","Oneida","Oriskany Creek","Kirkland Marshall","May","3,420","Brown Trout","8"
"2015","Oneida","Oriskany Creek","Kirkland Marshall","October","5,500","Brown Trout","5.8"
"2015","St Lawrence","Oswegatchie River","Clifton","April","1,750","Brook Trout","9.3"
"2015","St Lawrence","Oswegatchie River","Clifton","June","2,230","Brown Trout","7.9"
"2015","St Lawrence","Oswegatchie River","Clifton","May","340","Brown Trout","13.4"
"2015","St Lawrence","Oswegatchie River","Edwards","June","5,000","Brook Trout","2.4"
"2015","St Lawrence","Oswegatchie River","Edwards","June","5,000","Brook Trout","2.4"
"2015","St Lawrence","Oswegatchie River","Fine","May","880","Brook Trout","9"
"2015","St Lawrence","Oswegatchie River","NULL","August","3,000","Brook Trout","3.7"
"2015","Lewis","Oswegatchie River West Branch","Croghan","May","180","Brook Trout","9.1"
"2015","Lewis","Oswegatchie River West Branch","Croghan","May","220","Brook Trout","9.1"
"2015","Lewis","Oswegatchie River West Branch","Croghan","May","570","Brook Trout","9.1"
"2015","Lewis","Oswegatchie River West Branch","Diana","May","700","Brook Trout","9.1"
"2015","Lewis","Oswegatchie River West Branch","Diana","May","680","Brown Trout","7.9"
"2015","Oswego","Oswego River","Oswego (C)","May","41,890","Chinook","3.2"
"2015","Oswego","Oswego River","Oswego (C)","April","14,180","Steelhead","5.1"
"2015","Oswego","Oswego River","Oswego (C)","May","97,810","Chinook","3.1"
"2015","Otsego","Otego Creek","Hartwick","April","510","Brown Trout","7.8"
"2015","Otsego","Otego Creek","Hartwick","April","1,450","Brown Trout","7.8"
"2015","Otsego","Otego Creek","Hartwick","April","130","Brown Trout","12.4"
"2015","Essex","Otis Brook","Jay","June","400","Brook Trout","8"
"2015","Essex","Otis Brook","Jay","May","170","Brown Trout","7.9"
"2015","Onondaga","Otisco Lake","Otisco","September","11,000","Tiger Muskellunge","9.4"
"2015","Onondaga","Otisco Lake","Otisco","June","44,000","Walleye","1.4"
"2015","Onondaga","Otisco Lake","NULL","May","1,620","Brown Trout","13"
"2015","Otsego","Otsdawa Creek","Otego","April","390","Brown Trout","8"
"2015","Otsego","Otsego Lake","Middlefield","May","2,500","Lake Trout","9.1"
"2015","Cortland","Otselic River","Cincinnatus","April","1,000","Brown Trout","7.9"
"2015","Cortland","Otselic River","Cincinnatus","April","800","Brown Trout","8"
"2015","Cortland","Otselic River","Cincinnatus","April","400","Brown Trout","8"
"2015","Cortland","Otselic River","Cincinnatus","April","370","Brown Trout","12.4"
"2015","Cortland","Otselic River","Cincinnatus","April","180","Brown Trout","12.8"
"2015","Madison","Otselic River","Georgetown","April","800","Brown Trout","7.9"
"2015","Madison","Otselic River","Georgetown","April","390","Brown Trout","8"
"2015","Madison","Otselic River","Georgetown","April","420","Brown Trout","8"
"2015","Madison","Otselic River","Georgetown","April","180","Brown Trout","12.4"
"2015","Madison","Otselic River","Georgetown","April","60","Brown Trout","12.8"
"2015","Chenango","Otselic River","Pitcher","April","4,780","Brown Trout","7.9"
"2015","Chenango","Otselic River","Pitcher","April","2,150","Brown Trout","8"
"2015","Chenango","Otselic River","Pitcher","April","2,400","Brown Trout","8"
"2015","Chenango","Otselic River","Pitcher","April","750","Brown Trout","12.4"
"2015","Chenango","Otselic River","Pitcher","April","380","Brown Trout","12.8"
"2015","Hamilton","Otter Brook","Morehouse","June","700","Brook Trout","9.1"
"2015","Lewis","Otter Creek","Greig","May","2,230","Brown Trout","7.9"
"2015","Lewis","Otter Creek","Greig","May","390","Brown Trout","7.9"
"2015","Lewis","Otter Creek","Greig","May","250","Brown Trout","12.8"
"2015","Hamilton","Otter Lake","Arietta","September","800","Brook Trout","4.1"
"2015","Essex","Otter Pond","Ticonderoga","October","200","Brook Trout","4.3"
"2015","Delaware","Ouleout Creek","Franklin","April","2,140","Brown Trout","8.3"
"2015","Delaware","Ouleout Creek","Franklin","April","150","Brown Trout","13.1"
"2015","Delaware","Ouleout Creek","Franklin","May","770","Brown Trout","8.8"
"2015","Delaware","Ouleout Creek South Fork","Franklin","April","260","Brown Trout","8.3"
"2015","Delaware","Ouleout Creek South Fork","Franklin","April","300","Brown Trout","8.3"
"2015","Cayuga","Owasco Inlet","Locke","April","2,650","Brown Trout","9"
"2015","Cayuga","Owasco Inlet","Locke","April","400","Brown Trout","14.1"
"2015","Cayuga","Owasco Inlet","Locke","November","15,000","Rainbow Trout","3.3"
"2015","Cayuga","Owasco Lake","Scipio","April","8,560","Brown Trout","9"
"2015","Cayuga","Owasco Lake","Scipio","October","10,500","Lake Trout","6.2"
"2015","Cayuga","Owasco Lake","Scipio","May","5,000","Rainbow Trout","6.2"
"2015","Cayuga","Owasco Outlet","Auburn","May","1,000","Rainbow Trout","9.5"
"2015","Tioga","Owego Creek","Tioga Owego","April","520","Brown Trout","13.3"
"2015","Tioga","Owego Creek","Tioga Owego","March","2,230","Brown Trout","8.7"
"2015","Tioga","Owego Creek","Tioga Owego","May","860","Brown Trout","10.2"
"2015","Essex","Owen Pond","North Elba","May","390","Brown Trout","7.9"
"2015","Hamilton","Owl Pond","Arietta","September","300","Brook Trout","4.3"
"2015","Franklin","Owl Pond","Harrietstown","September","800","Brook Trout","4"
"2015","Hamilton","Owlshead Pond","Long Lake","September","400","Brook Trout","3.75"
"2015","Essex","Oxshoe Pond","Schroon","October","350","Brook Trout","4.6"
"2015","Nassau","Oyster Bay Mill Pond","Oyster Bay","March","100","Brown Trout","13.5"
"2015","Nassau","Oyster Bay Mill Pond","Oyster Bay","October","400","Brown Trout","11.9"
"2015","Nassau","Oyster Bay Mill Pond","Oyster Bay","March","500","Rainbow Trout","8.9"
"2015","St Lawrence","Ozonia Lake","Hopkinton","May","5,000","Landlocked Salmon","7"
"2015","St Lawrence","Ozonia Lake","Hopkinton","May","1,000","Landlocked Salmon","7"
"2015","St Lawrence","Ozonia Lake","Hopkinton","April","3,000","Rainbow Trout","9"
"2015","St Lawrence","Ozonia Lake","Hopkinton","April","2,730","Splake","8"
"2015","Cortland","Padget Pond","Preble","November","800","Rainbow Trout","6.9"
"2015","Cattaraugus","Paisley Park Pond","Randolph","April","40","Brook Trout","9.2"
"2015","Cattaraugus","Paisley Park Pond","Randolph","April","40","Brook Trout","9.2"
"2015","Essex","Palmer Dam Pond","North Hudson","September","1,000","Brook Trout","4.5"
"2015","Essex","Palmer Dam Pond","North Hudson","May","250","Brown Trout","13"
"2015","Saratoga","Palmer Lake","Edinburg","May","210","Brown Trout","7"
"2015","Warren","Palmer Pond","Chester","May","200","Brook Trout","10"
"2015","Warren","Palmer Pond","Chester","May","250","Brown Trout","12.8"
"2015","Warren","Palmer Pond","Chester","May","500","Rainbow Trout","9.4"
"2015","Franklin","Palmer Pond","Harrietstown","May","500","Brook Trout","2.5"
"2015","Broome","Palmers Pond","Sanford","April","200","Rainbow Trout","9.2"
"2015","Franklin","Panther Pond","Harrietstown","September","500","Brook Trout","4.5"
"2015","Hamilton","Panther Pond","Lake Pleasant","September","300","Brook Trout","3.75"
"2015","Essex","Paradox Lake","Schroon","May","1,550","Lake Trout","6.3"
"2015","Essex","Paradox Lake","Schroon","May","500","Landlocked Salmon","7"
"2015","Essex","Paradox Lake","Schroon","May","5,300","Rainbow Trout","9"
"2015","St Lawrence","Parishville Reservoir","Parishville","April","1,280","Brown Trout","7.8"
"2015","Chemung","Park Station Pond","Erin","October","25","Brook Trout","20.1"
"2015","Chemung","Park Station Pond","Erin","April","450","Brown Trout","13.3"
"2015","Chemung","Park Station Pond","Erin","April","1,840","Rainbow Trout","8.9"
"2015","Rockland","Pascack Brook","Orangetown","March","170","Brown Trout","8.3"
"2015","Rockland","Pascack Brook","Orangetown","March","250","Rainbow Trout","8.8"
"2015","Warren","Patterson Brook","Thurman","April","500","Brook Trout","9.7"
"2015","Warren","Patterson Brook","Thurman","April","500","Brook Trout","9.7"
"2015","Broome","Patterson Pond (#1)","Union","April","870","Rainbow Trout","9.2"
"2015","Saratoga","Paul Creek","Edinburg","May","340","Brown Trout","7.9"
"2015","Madison","Payne Brook","Hamilton","April","300","Brown Trout","7.8"
"2015","Madison","Payne Brook","Hamilton","April","470","Brown Trout","7.8"
"2015","Jefferson","Payne Lake","Antwerp","September","800","Tiger Muskellunge","9.4"
"2015","Lewis","Payne Lake","Watson","May","440","Brook Trout","9.1"
"2015","Hamilton","Pea Pond","Morehouse","September","200","Brook Trout","4.3"
"2015","Herkimer","Peaked Mountain Lake","Webb","September","850","Brook Trout","4"
"2015","Westchester","Peekskill Hollow Brook","Cortlandt","April","680","Brown Trout","8.1"
"2015","Westchester","Peekskill Hollow Brook","Cortlandt","April","390","Brown Trout","8.3"
"2015","Westchester","Peekskill Hollow Brook","Cortlandt","April","150","Brown Trout","13"
"2015","Putnam","Peekskill Hollow Brook","Putnam Valley","April","1,030","Brown Trout","8.1"
"2015","Putnam","Peekskill Hollow Brook","Putnam Valley","April","680","Brown Trout","8.8"
"2015","Putnam","Peekskill Hollow Brook","Putnam Valley","April","200","Brown Trout","13"
"2015","Putnam","Pelton Pond","Kent","April","300","Rainbow Trout","9"
"2015","Delaware","Pepacton Reservoir","Colchester","April","4,280","Brown Trout","8.8"
"2015","Wyoming","Perry Park Pond","Perry","April","90","Brook Trout","9"
"2015","Cattaraugus","Perrysburg Conservation Club P","Dayton","April","90","Brook Trout","8.9"
"2015","Clinton","Peru F & G Club Pond","Peru","April","90","Brook Trout","8.2"
"2015","Essex","Pharaoh Lake","Schroon","October","10,000","Brook Trout","4.3"
"2015","Chenango","Pharsalia Y Pond","Pharsalia","April","90","Brook Trout","9.1"
"2015","Essex","Phelps Brook","Crown Point","April","400","Brook Trout","7"
"2015","Hamilton","Pillsbury Lake","Arietta","September","1,250","Brook Trout","4.1"
"2015","Hamilton","Pillsbury Lake","Arietta","May","1,000","Brook Trout","2.5"
"2015","Ulster","Pine Hill Lake","Shandaken","April","170","Brown Trout","8.3"
"2015","Lewis","Pine Lake","Greig","September","1,800","Brook Trout","4.2"
"2015","Hamilton","Pine Lake","Indian Lake","September","2,500","Brook Trout","3.75"
"2015","Hamilton","Pine Mountain Pond","Indian Lake","September","600","Brook Trout","3.75"
"2015","Hamilton","Pine Pond","Indian Lake","September","250","Brook Trout","4.1"
"2015","St Lawrence","Pine Pond","Piercefield","October","626","Brook Trout","6"
"2015","Hamilton","Piseco Lake","Arietta","May","3,500","Lake Trout","6.3"
"2015","Hamilton","Piseco Lake","Arietta","May","2,000","Landlocked Salmon","7"
"2015","Lewis","Pitcher Pond","Greig","September","200","Brook Trout","3.9"
"2015","Ulster","Plattekill Creek","Saugerties","April","2,140","Brown Trout","8.1"
"2015","Ulster","Plattekill Creek","Saugerties","April","260","Brown Trout","8.1"
"2015","Ulster","Plattekill Creek","Saugerties","April","50","Brown Trout","13.2"
"2015","Ulster","Plattekill Creek","Saugerties","April","310","Brown Trout","13.2"
"2015","Ulster","Plattekill Creek","Saugerties","May","130","Brown Trout","8.8"
"2015","Ulster","Plattekill Creek","Saugerties","May","1,200","Brown Trout","8.8"
"2015","St Lawrence","Pleasant Lake","Brasie Corners","May","583,440","Walleye","0.4"
"2015","Franklin","Plum Brook","Malone","May","200","Brown Trout","13.1"
"2015","St Lawrence","Plumb Brook","Russell","May","1,110","Brown Trout","8.1"
"2015","St Lawrence","Plumb Brook","Russell","May","2,820","Brown Trout","8.1"
"2015","Westchester","Pocantico River","Mount Pleasant","April","510","Brown Trout","8.3"
"2015","Westchester","Pocantico River","Mount Pleasant","April","100","Brown Trout","12.8"
"2015","Rensselaer","Poesten Kill","Brunswick","April","2,480","Brown Trout","7.8"
"2015","Rensselaer","Poesten Kill","Brunswick","May","1,370","Brown Trout","7.9"
"2015","Rensselaer","Poesten Kill","Brunswick","May","200","Brown Trout","13.1"
"2015","Rensselaer","Poesten Kill","Poestenkill","April","470","Brown Trout","7.8"
"2015","Rensselaer","Poesten Kill","Poestenkill","April","470","Brown Trout","7.8"
"2015","Rensselaer","Poesten Kill","Poestenkill","April","390","Brown Trout","7.8"
"2015","Rensselaer","Poesten Kill","Poestenkill","April","170","Brown Trout","7.8"
"2015","Rensselaer","Poesten Kill","Poestenkill","May","130","Brown Trout","7.9"
"2015","Rensselaer","Poesten Kill","Poestenkill","May","300","Brown Trout","7.9"
"2015","Rensselaer","Poesten Kill","Poestenkill","May","260","Brown Trout","7.9"
"2015","Rensselaer","Poesten Kill","Poestenkill","May","260","Brown Trout","7.9"
"2015","Rensselaer","Poesten Kill","Poestenkill","May","100","Brown Trout","13.1"
"2015","Rensselaer","Poesten Kill","Poestenkill","May","100","Brown Trout","13.1"
"2015","Rensselaer","Poesten Kill","Poestenkill","May","100","Brown Trout","13.1"
"2015","Oneida","Point Rock Creek","Ava Lee","April","1,280","Brown Trout","7.8"
"2015","Lewis","Point Rock Creek","Lewis","April","1,280","Brown Trout","8.2"
"2015","Franklin","Polliwog Pond","Santa Clara","May","1,800","Brown Trout","7.8"
"2015","Franklin","Polliwog Pond","Santa Clara","May","700","Lake Trout","6.3"
"2015","Onondaga","Pools Brook","Manlius","March","200","Brook Trout","7.5"
"2015","Onondaga","Pools Brook","Manlius","May","450","Brook Trout","8"
"2015","Hamilton","Poor Lake","Morehouse","September","1,000","Brook Trout","4.1"
"2015","Wayne","Port Bay","HuronWolcott","June","10,400","Walleye","1.7"
"2015","Chemung","Post Creek","Catlin","April","770","Brown Trout","9.6"
"2015","Chemung","Post Creek","Catlin","March","680","Brown Trout","8.7"
"2015","Chemung","Post Creek","Catlin","March","250","Brown Trout","12.9"
"2015","Steuben","Post Creek","Hornby","April","510","Brown Trout","9.6"
"2015","Steuben","Post Creek","Hornby","March","510","Brown Trout","8.7"
"2015","Steuben","Post Creek","Hornby","March","200","Brown Trout","12.9"
"2015","Schuyler","Potomac Pond","Hector","May","490","Brook Trout","8.7"
"2015","Washington","Poultney River","Hampton","May","430","Brown Trout","7.9"
"2015","Washington","Poultney River","Hampton","April","500","Rainbow Trout","8.5"
"2015","Onondaga","Pratts Falls","Pompey","April","200","Brook Trout","8"
"2015","Onondaga","Pratts Falls","Pompey","April","50","Brown Trout","12.7"
"2015","Herkimer","Prospect Rs","Russia","May","2,910","Brown Trout","8.3"
"2015","Herkimer","Prospect Rs","Russia","November","760","Rainbow Trout","6.2"
"2015","Herkimer","Prospect Rs","Russia","November","6,000","Rainbow Trout","6.3"
"2015","Warren","Puffer Pond","Johnsburg","September","1,000","Brook Trout","4"
"2015","Essex","Putnam Creek","Crown Point","April","600","Brook Trout","7"
"2015","Essex","Putnam Creek","Crown Point","April","800","Brown Trout","12"
"2015","Essex","Putnam Creek","Ticonderoga","May","600","Brook Trout","8"
"2015","Essex","Putnam Creek","Ticonderoga","May","260","Brown Trout","8.4"
"2015","Cattaraugus","Quaker Lake","Elko","April","3,590","Brown Trout","8.9"
"2015","Cattaraugus","Quaker Lake","Elko","April","400","Brown Trout","13.1"
"2015","Cattaraugus","Quaker Lake","Elko","May","3,600","Brown Trout","9.2"
"2015","Cattaraugus","Quaker Lake","NULL","October","100","Brown Trout","27.5"
"2015","Cattaraugus","Quaker Lake","NULL","October","100","Rainbow Trout","21.3"
"2015","Cattaraugus","Quaker Lake","NULL","October","25","Rainbow Trout","29.2"
"2015","Cattaraugus","Quaker Run","Cold Spring","April","790","Brown Trout","8.7"
"2015","Cattaraugus","Quaker Run","Cold Spring","April","100","Brown Trout","13.1"
"2015","Cattaraugus","Quaker Run","Cold Spring","March","1,520","Brown Trout","8.5"
"2015","Cattaraugus","Quaker Run","Cold Spring","May","860","Brown Trout","9.2"
"2015","Lewis","Quarry Pond","Diana","May","200","Rainbow Trout","8.2"
"2015","Columbia","Queechy Lake","Canaan","May","1,540","Brown Trout","8.2"
"2015","Columbia","Queechy Lake","Canaan","April","1,800","Rainbow Trout","8.8"
"2015","Hamilton","Queer Lake","Long Lake","September","2,200","Brook Trout","4.2"
"2015","Herkimer","Quiver Pond","Webb","April","260","Brook Trout","9.1"
"2015","Warren","Racket Pond","Hague","September","200","Brook Trout","4.6"
"2015","Rockland","Ramapo River","Sloatsburg","March","600","Brown Trout","8.3"
"2015","Rockland","Ramapo River","Sloatsburg","March","200","Brown Trout","13.1"
"2015","Rockland","Ramapo River","Sloatsburg","May","300","Brown Trout","8.8"
"2015","Rockland","Ramapo River","Sloatsburg","March","700","Rainbow Trout","8.8"
"2015","Orange","Ramapo River","Tuxedo","March","1,800","Brown Trout","8.3"
"2015","Orange","Ramapo River","Tuxedo","May","1,450","Brown Trout","8.8"
"2015","Orange","Ramapo River","Tuxedo","May","400","Brown Trout","12.8"
"2015","Orange","Ramapo River","Tuxedo","March","2,000","Rainbow Trout","8.8"
"2015","Suffolk","Randall Pond","Brookhaven","April","50","Brown Trout","13.1"
"2015","Suffolk","Randall Pond","Brookhaven","October","200","Brown Trout","11.9"
"2015","Suffolk","Randall Pond","Brookhaven","April","300","Rainbow Trout","9"
"2015","Essex","Rankin Pond","Minerva","September","500","Brook Trout","4.6"
"2015","Essex","Rankin Pond","Minerva","May","120","Brown Trout","7"
"2015","Herkimer","Ransom Brook","Manheim","April","260","Brown Trout","7.8"
"2015","Hamilton","Raquette Lake","Long lake","October","10,000","Brook Trout","4.2"
"2015","Hamilton","Raquette Lake","Long Lake","May","5,000","Lake Trout","6.2"
"2015","Hamilton","Raquette Lake","NULL","June","20,000","Brook Trout","2.4"
"2015","Hamilton","Raquette River","Long Lake Arietta","May","810","Brown Trout","7.9"
"2015","Hamilton","Raquette River","Long Lake Arietta","May","350","Brown Trout","13.4"
"2015","St Lawrence","Raquette River","Raymondville","August","500","Lake Sturgeon","7.5"
"2015","Franklin","Rat Pond","Santa Clara","May","510","Brown Trout","7.9"
"2015","Suffolk","Rattlesnake Creek","Islip","April","200","Rainbow Trout","9"
"2015","Livingston","Rattlesnake Pond 1","Ossian","September","200","Brook Trout","6.5"
"2015","Livingston","Rattlesnake Pond 2","Ossian","September","200","Brook Trout","6.5"
"2015","Essex","Ray Brook Pond","North Elba","May","260","Brook Trout","8.25"
"2015","Essex","Ray Brook Pond","North Elba","May","850","Brook Trout","0.2"
"2015","Essex","Ray Brook Pond","North Elba","June","500","Brook Trout","8"
"2015","Essex","Ray Brook Pond","North Elba","September","1,600","Brook Trout","4.5"
"2015","Herkimer","Razorback Pond","Webb","September","400","Brook Trout","4.2"
"2015","Essex","Red Brook","Wilmington","June","325","Brook Trout","9"
"2015","Cattaraugus","Red House Bk T17","Red House","April","600","Brown Trout","8.7"
"2015","Cattaraugus","Red House Brook","Red House","April","940","Brown Trout","8.7"
"2015","Cattaraugus","Red House Brook","Red House","April","510","Brown Trout","8.7"
"2015","Cattaraugus","Red House Brook","Red House","March","1,030","Brown Trout","8.5"
"2015","Cattaraugus","Red House Brook","Red House","May","680","Brown Trout","9.2"
"2015","Cattaraugus","Red House Lake","Red House","May","640","Brown Trout","9.2"
"2015","Cattaraugus","Red House Lake","Red House","May","1,200","Brown Trout","9.2"
"2015","Cattaraugus","Red House Lake","NULL","October","75","Brown Trout","18.7"
"2015","Cattaraugus","Red House Lake","NULL","October","25","Brown Trout","27.5"
"2015","Cattaraugus","Red House Lake","NULL","October","25","Rainbow Trout","29.2"
"2015","Jefferson","Red Lake","Theresa","May","933,504","Walleye","0.4"
"2015","Oswego","Redfield Sportsmen's Pond","Redfield","April","90","Brook Trout","9.3"
"2015","Hamilton","Redlouse Lake","Arietta","September","400","Brook Trout","4.3"
"2015","Oswego","Reese Pond","Albion","May","90","Brook Trout","9.3"
"2015","Jefferson","Remington Pond","Le Ray","May","880","Brook Trout","9.3"
"2015","Essex","Rhododendron Pond","Keene","October","200","Brook Trout","4.3"
"2015","Cattaraugus","Rice Brook","Carrollton","April","260","Brown Trout","8.9"
"2015","Oswego","Rice Creek","Granby","April","340","Brown Trout","7.9"
"2015","Clinton","Riley Brook","Schuyler F.","May","300","Brown Trout","13.1"
"2015","Orange","Ringwood River","Warwick","May","300","Brown Trout","8.8"
"2015","Sullivan","Rio Reservoir","Lumberland Forestburgh and D","June","8,700","Walleye","1.5"
"2015","Warren","Roaring Branch","Stony Creek","April","400","Brook Trout","9.9"
"2015","Ulster","Rochester Creek","Rochester","April","450","Brown Trout","8.3"
"2015","Ulster","Rochester Creek","Rochester","April","50","Brown Trout","13"
"2015","Hamilton","Rock Lake","Benson","September","200","Brook Trout","4.3"
"2015","Lewis","Rock Pond","Croghan","May","260","Brook Trout","9.1"
"2015","Franklin","Rock Pond","Harrietstown","September","1,300","Brook Trout","4"
"2015","Essex","Rock Pond","Ticonderoga","October","2,250","Brook Trout","4.6"
"2015","Columbia","Roeliff Jansen Kill","Clermont","April","6,250","Brown Trout","7.8"
"2015","Columbia","Roeliff Jansen Kill","Clermont","May","3,850","Brown Trout","7.9"
"2015","Columbia","Roeliff Jansen Kill","Clermont","May","680","Brown Trout","13.4"
"2015","Columbia","Roeliff Jansen Kill","Gallatin","April","2,400","Brown Trout","7.8"
"2015","Columbia","Roeliff Jansen Kill","Gallatin","May","1,450","Brown Trout","7.9"
"2015","Columbia","Roeliff Jansen Kill","Gallatin","May","350","Brown Trout","13.4"
"2015","Dutchess","Roeliff Jansen Kill","Milan","April","1,110","Brown Trout","8.3"
"2015","Dutchess","Roeliff Jansen Kill","Milan","March","1,110","Brown Trout","8.3"
"2015","Dutchess","Roeliff Jansen Kill","Milan","March","400","Brown Trout","13.1"
"2015","Essex","Roes Pond","Moriah","May","300","Brown Trout","13"
"2015","Essex","Roes Pond","Moriah","May","500","Rainbow Trout","13"
"2015","Essex","Roes Pond","Moriah","May","200","Rainbow Trout","18"
"2015","Essex","Roes Pond","Moriah","May","170","Brown Trout","8.1"
"2015","Essex","Rogers Brook","Schroon","May","700","Brook Trout","8"
"2015","Essex","Rogers Brook","Schroon","May","260","Brown Trout","7.9"
"2015","Franklin","Rollins Pond","Santa Clara/Almont","April","1,000","Lake Trout","6.4"
"2015","Franklin","Rollins Pond","Santa Clara/Almont","June","400","Landlocked Salmon","7"
"2015","Franklin","Rollins Pond","Santa Clara/Almont","May","500","Landlocked Salmon","7"
